Provincia,Muertes Maternas,Muertes Infantiles,Condicion,Numero,Year
Valverde,1,3,maternainfantil,30,2019
Azua,0,2,maternainfantil,31,2019
Baoruco,0,0,maternainfantil,31,2019
Barahona,0,0,maternainfantil,31,2019
Dajabón,0,1,maternainfantil,31,2019
Distrito Nacional,0,4,maternainfantil,31,2019
Duarte,0,2,maternainfantil,31,2019
El Seibo,0,0,maternainfantil,31,2019
Elías Piña,0,1,maternainfantil,31,2019
Espaillat,0,3,maternainfantil,31,2019
Extranjera,0,0,maternainfantil,31,2019
Hato Mayor,0,0,maternainfantil,31,2019
Hermanas Mirabal,0,0,maternainfantil,31,2019
Independencia,0,0,maternainfantil,31,2019
La Altagracia,0,1,maternainfantil,31,2019
La Romana,0,2,maternainfantil,31,2019
La Vega,1,2,maternainfantil,31,2019
María Trinidad Sánchez,0,0,maternainfantil,31,2019
Monseñor Nouel,0,0,maternainfantil,31,2019
Monte Cristi,0,0,maternainfantil,31,2019
Monte Plata,0,0,maternainfantil,31,2019
Pedernales,0,0,maternainfantil,31,2019
Peravia,0,0,maternainfantil,31,2019
Puerto Plata,0,6,maternainfantil,31,2019
Samaná,0,0,maternainfantil,31,2019
San Cristóbal,2,4,maternainfantil,31,2019
San José de Ocoa,0,0,maternainfantil,31,2019
San Juan,0,1,maternainfantil,31,2019
San Pedro de Macorís,0,2,maternainfantil,31,2019
Santiago,0,8,maternainfantil,31,2019
Santiago Rodríguez,0,0,maternainfantil,31,2019
Santo Domingo,0,9,maternainfantil,31,2019
Sánchez Ramírez,0,0,maternainfantil,31,2019
Valverde,0,3,maternainfantil,31,2019
Azua,0,2,maternainfantil,33,2019
Baoruco,0,0,maternainfantil,33,2019
Barahona,1,1,maternainfantil,33,2019
Dajabón,0,0,maternainfantil,33,2019
Distrito Nacional,0,5,maternainfantil,33,2019
Duarte,0,1,maternainfantil,33,2019
El Seibo,0,0,maternainfantil,33,2019
Elías Piña,0,1,maternainfantil,33,2019
Espaillat,0,1,maternainfantil,33,2019
Extranjera,0,0,maternainfantil,33,2019
Hato Mayor,0,1,maternainfantil,33,2019
Hermanas Mirabal,0,1,maternainfantil,33,2019
Independencia,0,0,maternainfantil,33,2019
La Altagracia,0,2,maternainfantil,33,2019
La Romana,1,0,maternainfantil,33,2019
La Vega,0,3,maternainfantil,33,2019
María Trinidad Sánchez,0,1,maternainfantil,33,2019
Monseñor Nouel,0,2,maternainfantil,33,2019
Monte Cristi,0,1,maternainfantil,33,2019
Monte Plata,0,0,maternainfantil,33,2019
Pedernales,0,0,maternainfantil,33,2019
Peravia,0,1,maternainfantil,33,2019
Puerto Plata,0,1,maternainfantil,33,2019
Samaná,1,1,maternainfantil,33,2019
San Cristóbal,0,1,maternainfantil,33,2019
San José de Ocoa,0,0,maternainfantil,33,2019
San Juan,0,0,maternainfantil,33,2019
San Pedro de Macorís,0,2,maternainfantil,33,2019
Santiago,1,4,maternainfantil,33,2019
Santiago Rodríguez,0,0,maternainfantil,33,2019
Santo Domingo,1,16,maternainfantil,33,2019
Sánchez Ramírez,0,1,maternainfantil,33,2019
Valverde,0,1,maternainfantil,33,2019
Azua,0,4,maternainfantil,34,2019
Baoruco,0,2,maternainfantil,34,2019
Barahona,0,0,maternainfantil,34,2019
Dajabón,0,1,maternainfantil,34,2019
Distrito Nacional,0,4,maternainfantil,34,2019
Duarte,0,4,maternainfantil,34,2019
El Seibo,0,0,maternainfantil,34,2019
Elías Piña,0,0,maternainfantil,34,2019
Espaillat,0,0,maternainfantil,34,2019
Extranjera,0,2,maternainfantil,34,2019
Hato Mayor,0,0,maternainfantil,34,2019
Hermanas Mirabal,0,0,maternainfantil,34,2019
Independencia,0,0,maternainfantil,34,2019
La Altagracia,0,1,maternainfantil,34,2019
La Romana,0,1,maternainfantil,34,2019
La Vega,1,2,maternainfantil,34,2019
María Trinidad Sánchez,0,1,maternainfantil,34,2019
Monseñor Nouel,0,1,maternainfantil,34,2019
Monte Cristi,0,0,maternainfantil,34,2019
Monte Plata,0,1,maternainfantil,34,2019
Pedernales,0,0,maternainfantil,34,2019
Peravia,0,0,maternainfantil,34,2019
Puerto Plata,0,0,maternainfantil,34,2019
Samaná,0,0,maternainfantil,34,2019
San Cristóbal,0,2,maternainfantil,34,2019
San José de Ocoa,0,1,maternainfantil,34,2019
San Juan,1,2,maternainfantil,34,2019
San Pedro de Macorís,0,1,maternainfantil,34,2019
Santiago,0,5,maternainfantil,34,2019
Santiago Rodríguez,0,0,maternainfantil,34,2019
Santo Domingo,0,33,maternainfantil,34,2019
Sánchez Ramírez,0,5,maternainfantil,34,2019
Valverde,0,0,maternainfantil,34,2019
Azua,0,0,maternainfantil,35,2019
Baoruco,0,0,maternainfantil,35,2019
Barahona,0,0,maternainfantil,35,2019
Dajabón,0,0,maternainfantil,35,2019
Distrito Nacional,0,5,maternainfantil,35,2019
Duarte,0,0,maternainfantil,35,2019
El Seibo,0,1,maternainfantil,35,2019
Elías Piña,0,0,maternainfantil,35,2019
Espaillat,0,1,maternainfantil,35,2019
Extranjera,0,0,maternainfantil,35,2019
Hato Mayor,0,0,maternainfantil,35,2019
Hermanas Mirabal,0,0,maternainfantil,35,2019
Independencia,0,1,maternainfantil,35,2019
La Altagracia,0,1,maternainfantil,35,2019
La Romana,0,1,maternainfantil,35,2019
La Vega,0,4,maternainfantil,35,2019
María Trinidad Sánchez,0,1,maternainfantil,35,2019
Monseñor Nouel,0,0,maternainfantil,35,2019
Monte Cristi,0,0,maternainfantil,35,2019
Monte Plata,0,2,maternainfantil,35,2019
Pedernales,0,0,maternainfantil,35,2019
Peravia,0,0,maternainfantil,35,2019
Puerto Plata,0,2,maternainfantil,35,2019
Samaná,0,0,maternainfantil,35,2019
San Cristóbal,0,7,maternainfantil,35,2019
San José de Ocoa,0,0,maternainfantil,35,2019
San Juan,0,2,maternainfantil,35,2019
San Pedro de Macorís,1,5,maternainfantil,35,2019
Santiago,0,3,maternainfantil,35,2019
Santiago Rodríguez,0,0,maternainfantil,35,2019
Santo Domingo,1,14,maternainfantil,35,2019
Sánchez Ramírez,0,0,maternainfantil,35,2019
Valverde,0,2,maternainfantil,35,2019
Azua,0,2,maternainfantil,36,2019
Baoruco,0,1,maternainfantil,36,2019
Barahona,0,1,maternainfantil,36,2019
Dajabón,0,2,maternainfantil,36,2019
Distrito Nacional,0,6,maternainfantil,36,2019
Duarte,0,1,maternainfantil,36,2019
El Seibo,0,0,maternainfantil,36,2019
Elías Piña,0,0,maternainfantil,36,2019
Espaillat,0,1,maternainfantil,36,2019
Extranjera,0,0,maternainfantil,36,2019
Hato Mayor,0,0,maternainfantil,36,2019
Hermanas Mirabal,0,0,maternainfantil,36,2019
Independencia,0,0,maternainfantil,36,2019
La Altagracia,1,0,maternainfantil,36,2019
La Romana,0,0,maternainfantil,36,2019
La Vega,0,0,maternainfantil,36,2019
María Trinidad Sánchez,0,0,maternainfantil,36,2019
Monseñor Nouel,0,1,maternainfantil,36,2019
Monte Cristi,0,4,maternainfantil,36,2019
Monte Plata,0,0,maternainfantil,36,2019
Pedernales,0,0,maternainfantil,36,2019
Peravia,0,2,maternainfantil,36,2019
Puerto Plata,0,1,maternainfantil,36,2019
Samaná,0,1,maternainfantil,36,2019
San Cristóbal,0,4,maternainfantil,36,2019
San José de Ocoa,0,0,maternainfantil,36,2019
San Juan,0,2,maternainfantil,36,2019
San Pedro de Macorís,0,1,maternainfantil,36,2019
Santiago,3,3,maternainfantil,36,2019
Santiago Rodríguez,0,1,maternainfantil,36,2019
Santo Domingo,0,15,maternainfantil,36,2019
Sánchez Ramírez,0,1,maternainfantil,36,2019
Valverde,0,2,maternainfantil,36,2019
Azua,0,1,maternainfantil,37,2019
Baoruco,0,0,maternainfantil,37,2019
Barahona,0,1,maternainfantil,37,2019
Dajabón,0,0,maternainfantil,37,2019
Distrito Nacional,0,2,maternainfantil,37,2019
Duarte,0,0,maternainfantil,37,2019
El Seibo,1,0,maternainfantil,37,2019
Elías Piña,0,0,maternainfantil,37,2019
Espaillat,0,1,maternainfantil,37,2019
Extranjera,0,0,maternainfantil,37,2019
Hato Mayor,0,0,maternainfantil,37,2019
Hermanas Mirabal,0,0,maternainfantil,37,2019
Independencia,0,0,maternainfantil,37,2019
La Altagracia,1,5,maternainfantil,37,2019
La Romana,0,0,maternainfantil,37,2019
La Vega,0,3,maternainfantil,37,2019
María Trinidad Sánchez,0,0,maternainfantil,37,2019
Monseñor Nouel,0,0,maternainfantil,37,2019
Monte Cristi,0,2,maternainfantil,37,2019
Monte Plata,0,0,maternainfantil,37,2019
Pedernales,0,0,maternainfantil,37,2019
Peravia,0,0,maternainfantil,37,2019
Puerto Plata,0,1,maternainfantil,37,2019
Samaná,0,0,maternainfantil,37,2019
San Cristóbal,0,3,maternainfantil,37,2019
San José de Ocoa,0,0,maternainfantil,37,2019
San Juan,0,3,maternainfantil,37,2019
San Pedro de Macorís,0,1,maternainfantil,37,2019
Santiago,0,4,maternainfantil,37,2019
Santiago Rodríguez,0,1,maternainfantil,37,2019
Santo Domingo,4,19,maternainfantil,37,2019
Sánchez Ramírez,0,0,maternainfantil,37,2019
Valverde,0,2,maternainfantil,37,2019
Azua,0,0,maternainfantil,39,2019
Baoruco,0,0,maternainfantil,39,2019
Barahona,0,1,maternainfantil,39,2019
Dajabón,0,1,maternainfantil,39,2019
Distrito Nacional,0,1,maternainfantil,39,2019
Duarte,0,2,maternainfantil,39,2019
El Seibo,0,0,maternainfantil,39,2019
Elías Piña,0,0,maternainfantil,39,2019
Espaillat,0,0,maternainfantil,39,2019
Extranjera,0,1,maternainfantil,39,2019
Hato Mayor,0,0,maternainfantil,39,2019
Hermanas Mirabal,0,0,maternainfantil,39,2019
Independencia,1,0,maternainfantil,39,2019
La Altagracia,0,2,maternainfantil,39,2019
La Romana,0,1,maternainfantil,39,2019
La Vega,0,3,maternainfantil,39,2019
María Trinidad Sánchez,0,1,maternainfantil,39,2019
Monseñor Nouel,0,1,maternainfantil,39,2019
Monte Cristi,0,1,maternainfantil,39,2019
Monte Plata,0,1,maternainfantil,39,2019
Pedernales,0,0,maternainfantil,39,2019
Peravia,0,0,maternainfantil,39,2019
Puerto Plata,0,1,maternainfantil,39,2019
Samaná,0,0,maternainfantil,39,2019
San Cristóbal,0,1,maternainfantil,39,2019
San José de Ocoa,0,0,maternainfantil,39,2019
San Juan,0,2,maternainfantil,39,2019
San Pedro de Macorís,0,2,maternainfantil,39,2019
Santiago,0,6,maternainfantil,39,2019
Santiago Rodríguez,0,0,maternainfantil,39,2019
Santo Domingo,1,20,maternainfantil,39,2019
Sánchez Ramírez,0,0,maternainfantil,39,2019
Valverde,0,1,maternainfantil,39,2019
Azua,0,1,maternainfantil,40,2019
Baoruco,0,1,maternainfantil,40,2019
Barahona,0,0,maternainfantil,40,2019
Dajabón,0,0,maternainfantil,40,2019
Distrito Nacional,1,3,maternainfantil,40,2019
Duarte,0,2,maternainfantil,40,2019
El Seibo,0,0,maternainfantil,40,2019
Elías Piña,0,1,maternainfantil,40,2019
Espaillat,1,0,maternainfantil,40,2019
Extranjera,0,0,maternainfantil,40,2019
Hato Mayor,0,0,maternainfantil,40,2019
Hermanas Mirabal,0,0,maternainfantil,40,2019
Independencia,0,1,maternainfantil,40,2019
La Altagracia,1,3,maternainfantil,40,2019
La Romana,0,1,maternainfantil,40,2019
La Vega,0,1,maternainfantil,40,2019
María Trinidad Sánchez,0,0,maternainfantil,40,2019
Monseñor Nouel,0,2,maternainfantil,40,2019
Monte Cristi,0,0,maternainfantil,40,2019
Monte Plata,0,0,maternainfantil,40,2019
Pedernales,0,0,maternainfantil,40,2019
Peravia,0,2,maternainfantil,40,2019
Puerto Plata,0,1,maternainfantil,40,2019
Samaná,0,0,maternainfantil,40,2019
San Cristóbal,0,1,maternainfantil,40,2019
San José de Ocoa,0,0,maternainfantil,40,2019
San Juan,0,0,maternainfantil,40,2019
San Pedro de Macorís,0,3,maternainfantil,40,2019
Santiago,0,3,maternainfantil,40,2019
Santiago Rodríguez,0,1,maternainfantil,40,2019
Santo Domingo,1,18,maternainfantil,40,2019
Sánchez Ramírez,0,1,maternainfantil,40,2019
Valverde,0,0,maternainfantil,40,2019
Azua,0,1,maternainfantil,41,2019
Baoruco,0,0,maternainfantil,41,2019
Barahona,0,0,maternainfantil,41,2019
Dajabón,0,0,maternainfantil,41,2019
Distrito Nacional,0,2,maternainfantil,41,2019
Duarte,0,2,maternainfantil,41,2019
El Seibo,0,0,maternainfantil,41,2019
Elías Piña,0,1,maternainfantil,41,2019
Espaillat,0,0,maternainfantil,41,2019
Extranjera,0,0,maternainfantil,41,2019
Hato Mayor,0,0,maternainfantil,41,2019
Hermanas Mirabal,0,0,maternainfantil,41,2019
Independencia,0,1,maternainfantil,41,2019
La Altagracia,0,2,maternainfantil,41,2019
La Romana,0,4,maternainfantil,41,2019
La Vega,0,2,maternainfantil,41,2019
María Trinidad Sánchez,0,0,maternainfantil,41,2019
Monseñor Nouel,0,3,maternainfantil,41,2019
Monte Cristi,0,0,maternainfantil,41,2019
Monte Plata,1,2,maternainfantil,41,2019
Pedernales,0,0,maternainfantil,41,2019
Peravia,0,1,maternainfantil,41,2019
Puerto Plata,0,4,maternainfantil,41,2019
Samaná,0,1,maternainfantil,41,2019
San Cristóbal,0,2,maternainfantil,41,2019
San José de Ocoa,0,0,maternainfantil,41,2019
San Juan,0,0,maternainfantil,41,2019
San Pedro de Macorís,0,2,maternainfantil,41,2019
Santiago,1,9,maternainfantil,41,2019
Santiago Rodríguez,0,2,maternainfantil,41,2019
Santo Domingo,0,13,maternainfantil,41,2019
Sánchez Ramírez,0,0,maternainfantil,41,2019
Valverde,0,0,maternainfantil,41,2019
Azua,0,0,maternainfantil,43,2019
Baoruco,0,1,maternainfantil,43,2019
Barahona,0,0,maternainfantil,43,2019
Dajabón,0,0,maternainfantil,43,2019
Distrito Nacional,0,1,maternainfantil,43,2019
Duarte,0,1,maternainfantil,43,2019
El Seibo,0,1,maternainfantil,43,2019
Elías Piña,0,0,maternainfantil,43,2019
Espaillat,0,0,maternainfantil,43,2019
Extranjera,0,0,maternainfantil,43,2019
Hato Mayor,0,2,maternainfantil,43,2019
Hermanas Mirabal,0,0,maternainfantil,43,2019
Independencia,0,0,maternainfantil,43,2019
La Altagracia,1,0,maternainfantil,43,2019
La Romana,0,1,maternainfantil,43,2019
La Vega,0,2,maternainfantil,43,2019
María Trinidad Sánchez,0,3,maternainfantil,43,2019
Monseñor Nouel,0,2,maternainfantil,43,2019
Monte Cristi,0,1,maternainfantil,43,2019
Monte Plata,1,0,maternainfantil,43,2019
Pedernales,0,0,maternainfantil,43,2019
Peravia,0,0,maternainfantil,43,2019
Puerto Plata,0,1,maternainfantil,43,2019
Samaná,0,0,maternainfantil,43,2019
San Cristóbal,0,1,maternainfantil,43,2019
San José de Ocoa,0,0,maternainfantil,43,2019
San Juan,0,4,maternainfantil,43,2019
San Pedro de Macorís,0,4,maternainfantil,43,2019
Santiago,0,6,maternainfantil,43,2019
Santiago Rodríguez,0,1,maternainfantil,43,2019
Santo Domingo,0,13,maternainfantil,43,2019
Sánchez Ramírez,0,4,maternainfantil,43,2019
Valverde,0,1,maternainfantil,43,2019
Azua,0,3,maternainfantil,44,2019
Baoruco,0,1,maternainfantil,44,2019
Barahona,0,0,maternainfantil,44,2019
Dajabón,0,0,maternainfantil,44,2019
Distrito Nacional,0,1,maternainfantil,44,2019
Duarte,0,0,maternainfantil,44,2019
El Seibo,0,0,maternainfantil,44,2019
Elías Piña,0,0,maternainfantil,44,2019
Espaillat,0,1,maternainfantil,44,2019
Extranjera,0,0,maternainfantil,44,2019
Hato Mayor,0,1,maternainfantil,44,2019
Hermanas Mirabal,0,0,maternainfantil,44,2019
Independencia,1,0,maternainfantil,44,2019
La Altagracia,0,4,maternainfantil,44,2019
La Romana,0,0,maternainfantil,44,2019
La Vega,0,1,maternainfantil,44,2019
María Trinidad Sánchez,0,0,maternainfantil,44,2019
Monseñor Nouel,0,0,maternainfantil,44,2019
Monte Cristi,0,3,maternainfantil,44,2019
Monte Plata,0,0,maternainfantil,44,2019
Pedernales,0,0,maternainfantil,44,2019
Peravia,0,0,maternainfantil,44,2019
Puerto Plata,1,2,maternainfantil,44,2019
Samaná,0,0,maternainfantil,44,2019
San Cristóbal,1,1,maternainfantil,44,2019
San José de Ocoa,0,0,maternainfantil,44,2019
San Juan,0,1,maternainfantil,44,2019
San Pedro de Macorís,0,1,maternainfantil,44,2019
Santiago,0,6,maternainfantil,44,2019
Santiago Rodríguez,0,0,maternainfantil,44,2019
Santo Domingo,0,24,maternainfantil,44,2019
Sánchez Ramírez,0,0,maternainfantil,44,2019
Valverde,1,4,maternainfantil,44,2019
Azua,0,2,maternainfantil,45,2019
Baoruco,0,2,maternainfantil,45,2019
Barahona,0,2,maternainfantil,45,2019
Dajabón,0,0,maternainfantil,45,2019
Distrito Nacional,0,2,maternainfantil,45,2019
Duarte,0,0,maternainfantil,45,2019
El Seibo,0,1,maternainfantil,45,2019
Elías Piña,0,1,maternainfantil,45,2019
Espaillat,0,0,maternainfantil,45,2019
Extranjera,0,1,maternainfantil,45,2019
Hato Mayor,0,1,maternainfantil,45,2019
Hermanas Mirabal,0,0,maternainfantil,45,2019
Independencia,0,0,maternainfantil,45,2019
La Altagracia,0,1,maternainfantil,45,2019
La Romana,0,1,maternainfantil,45,2019
La Vega,0,1,maternainfantil,45,2019
María Trinidad Sánchez,0,1,maternainfantil,45,2019
Monseñor Nouel,1,3,maternainfantil,45,2019
Monte Cristi,0,0,maternainfantil,45,2019
Monte Plata,1,1,maternainfantil,45,2019
Pedernales,0,0,maternainfantil,45,2019
Peravia,0,2,maternainfantil,45,2019
Puerto Plata,0,2,maternainfantil,45,2019
Samaná,0,0,maternainfantil,45,2019
San Cristóbal,0,4,maternainfantil,45,2019
San José de Ocoa,0,0,maternainfantil,45,2019
San Juan,0,1,maternainfantil,45,2019
San Pedro de Macorís,1,4,maternainfantil,45,2019
Santiago,1,8,maternainfantil,45,2019
Santiago Rodríguez,0,0,maternainfantil,45,2019
Santo Domingo,1,21,maternainfantil,45,2019
Sánchez Ramírez,0,0,maternainfantil,45,2019
Valverde,0,0,maternainfantil,45,2019
Azua,1,2,maternainfantil,47,2019
Baoruco,0,1,maternainfantil,47,2019
Barahona,0,0,maternainfantil,47,2019
Dajabón,0,0,maternainfantil,47,2019
Distrito Nacional,0,4,maternainfantil,47,2019
Duarte,0,0,maternainfantil,47,2019
El Seibo,0,0,maternainfantil,47,2019
Elías Piña,0,3,maternainfantil,47,2019
Espaillat,0,1,maternainfantil,47,2019
Extranjera,0,0,maternainfantil,47,2019
Hato Mayor,0,1,maternainfantil,47,2019
Hermanas Mirabal,0,0,maternainfantil,47,2019
Independencia,0,0,maternainfantil,47,2019
La Altagracia,0,3,maternainfantil,47,2019
La Romana,0,2,maternainfantil,47,2019
La Vega,0,1,maternainfantil,47,2019
María Trinidad Sánchez,0,0,maternainfantil,47,2019
Monseñor Nouel,1,1,maternainfantil,47,2019
Monte Cristi,0,0,maternainfantil,47,2019
Monte Plata,0,2,maternainfantil,47,2019
Pedernales,0,0,maternainfantil,47,2019
Peravia,0,0,maternainfantil,47,2019
Puerto Plata,0,0,maternainfantil,47,2019
Samaná,0,0,maternainfantil,47,2019
San Cristóbal,0,2,maternainfantil,47,2019
San José de Ocoa,0,0,maternainfantil,47,2019
San Juan,1,4,maternainfantil,47,2019
San Pedro de Macorís,1,4,maternainfantil,47,2019
Santiago,2,12,maternainfantil,47,2019
Santiago Rodríguez,0,1,maternainfantil,47,2019
Santo Domingo,1,28,maternainfantil,47,2019
Sánchez Ramírez,0,0,maternainfantil,47,2019
Valverde,0,3,maternainfantil,47,2019
Azua,0,2,maternainfantil,48,2019
Baoruco,0,0,maternainfantil,48,2019
Barahona,0,2,maternainfantil,48,2019
Dajabón,0,1,maternainfantil,48,2019
Distrito Nacional,0,1,maternainfantil,48,2019
Duarte,0,0,maternainfantil,48,2019
El Seibo,0,0,maternainfantil,48,2019
Elías Piña,0,1,maternainfantil,48,2019
Espaillat,0,1,maternainfantil,48,2019
Extranjera,0,0,maternainfantil,48,2019
Hato Mayor,0,0,maternainfantil,48,2019
Hermanas Mirabal,0,0,maternainfantil,48,2019
Independencia,0,0,maternainfantil,48,2019
La Altagracia,0,0,maternainfantil,48,2019
La Romana,0,1,maternainfantil,48,2019
La Vega,0,5,maternainfantil,48,2019
María Trinidad Sánchez,0,0,maternainfantil,48,2019
Monseñor Nouel,0,2,maternainfantil,48,2019
Monte Cristi,0,0,maternainfantil,48,2019
Monte Plata,0,0,maternainfantil,48,2019
Pedernales,0,0,maternainfantil,48,2019
Peravia,0,1,maternainfantil,48,2019
Puerto Plata,0,0,maternainfantil,48,2019
Samaná,0,0,maternainfantil,48,2019
San Cristóbal,0,6,maternainfantil,48,2019
San José de Ocoa,0,0,maternainfantil,48,2019
San Juan,0,0,maternainfantil,48,2019
San Pedro de Macorís,0,2,maternainfantil,48,2019
Santiago,0,8,maternainfantil,48,2019
Santiago Rodríguez,0,0,maternainfantil,48,2019
Santo Domingo,2,14,maternainfantil,48,2019
Sánchez Ramírez,0,1,maternainfantil,48,2019
Valverde,0,0,maternainfantil,48,2019
Azua,0,0,maternainfantil,49,2019
Baoruco,0,1,maternainfantil,49,2019
Barahona,0,1,maternainfantil,49,2019
Dajabón,0,1,maternainfantil,49,2019
Distrito Nacional,0,4,maternainfantil,49,2019
Duarte,0,2,maternainfantil,49,2019
El Seibo,0,0,maternainfantil,49,2019
Elías Piña,0,0,maternainfantil,49,2019
Espaillat,0,0,maternainfantil,49,2019
Extranjera,0,0,maternainfantil,49,2019
Hato Mayor,0,0,maternainfantil,49,2019
Hermanas Mirabal,0,0,maternainfantil,49,2019
Independencia,0,0,maternainfantil,49,2019
La Altagracia,0,0,maternainfantil,49,2019
La Romana,0,1,maternainfantil,49,2019
La Vega,0,4,maternainfantil,49,2019
María Trinidad Sánchez,1,0,maternainfantil,49,2019
Monseñor Nouel,0,0,maternainfantil,49,2019
Monte Cristi,0,2,maternainfantil,49,2019
Monte Plata,0,1,maternainfantil,49,2019
Pedernales,0,0,maternainfantil,49,2019
Peravia,0,0,maternainfantil,49,2019
Puerto Plata,0,2,maternainfantil,49,2019
Samaná,0,1,maternainfantil,49,2019
San Cristóbal,0,4,maternainfantil,49,2019
San José de Ocoa,1,0,maternainfantil,49,2019
San Juan,0,0,maternainfantil,49,2019
San Pedro de Macorís,0,2,maternainfantil,49,2019
Santiago,0,11,maternainfantil,49,2019
Santiago Rodríguez,0,0,maternainfantil,49,2019
Santo Domingo,3,10,maternainfantil,49,2019
Sánchez Ramírez,0,0,maternainfantil,49,2019
Valverde,0,2,maternainfantil,49,2019
Azua,0,1,maternainfantil,1,2020
Baoruco,0,1,maternainfantil,1,2020
Barahona,0,0,maternainfantil,1,2020
Dajabón,0,1,maternainfantil,1,2020
Distrito Nacional,0,0,maternainfantil,1,2020
Duarte,0,0,maternainfantil,1,2020
El Seibo,0,0,maternainfantil,1,2020
Elías Piña,0,0,maternainfantil,1,2020
Espaillat,0,0,maternainfantil,1,2020
Extranjera,0,0,maternainfantil,1,2020
Hato Mayor,0,0,maternainfantil,1,2020
Hermanas Mirabal,0,0,maternainfantil,1,2020
