Provincia,Muertes Maternas,Muertes Infantiles,Condicion,Numero,Year
Samaná,0,1,maternainfantil,11,2019
San Cristóbal,0,3,maternainfantil,11,2019
San José de Ocoa,0,0,maternainfantil,11,2019
San Juan,0,1,maternainfantil,11,2019
San Pedro de Macorís,0,2,maternainfantil,11,2019
Santiago,0,8,maternainfantil,11,2019
Santiago Rodríguez,0,0,maternainfantil,11,2019
Santo Domingo,0,13,maternainfantil,11,2019
Sánchez Ramírez,0,0,maternainfantil,11,2019
Valverde,0,2,maternainfantil,11,2019
Azua,0,1,maternainfantil,12,2019
Baoruco,1,1,maternainfantil,12,2019
Barahona,0,0,maternainfantil,12,2019
Dajabón,0,0,maternainfantil,12,2019
Distrito Nacional,0,2,maternainfantil,12,2019
Duarte,0,2,maternainfantil,12,2019
El Seibo,0,0,maternainfantil,12,2019
Elías Piña,0,0,maternainfantil,12,2019
Espaillat,0,2,maternainfantil,12,2019
Extranjera,0,0,maternainfantil,12,2019
Hato Mayor,0,1,maternainfantil,12,2019
Hermanas Mirabal,0,0,maternainfantil,12,2019
Independencia,0,0,maternainfantil,12,2019
La Altagracia,0,0,maternainfantil,12,2019
La Romana,0,0,maternainfantil,12,2019
La Vega,1,3,maternainfantil,12,2019
María Trinidad Sánchez,0,0,maternainfantil,12,2019
Monseñor Nouel,0,1,maternainfantil,12,2019
Monte Cristi,0,1,maternainfantil,12,2019
Monte Plata,0,1,maternainfantil,12,2019
Pedernales,0,0,maternainfantil,12,2019
Peravia,0,1,maternainfantil,12,2019
Puerto Plata,0,4,maternainfantil,12,2019
Samaná,0,0,maternainfantil,12,2019
San Cristóbal,0,7,maternainfantil,12,2019
San José de Ocoa,0,0,maternainfantil,12,2019
San Juan,0,3,maternainfantil,12,2019
San Pedro de Macorís,0,2,maternainfantil,12,2019
Santiago,1,4,maternainfantil,12,2019
Santiago Rodríguez,0,1,maternainfantil,12,2019
Santo Domingo,0,10,maternainfantil,12,2019
Sánchez Ramírez,0,0,maternainfantil,12,2019
Valverde,0,2,maternainfantil,12,2019
Azua,0,0,maternainfantil,13,2019
Baoruco,0,1,maternainfantil,13,2019
Barahona,0,0,maternainfantil,13,2019
Dajabón,0,1,maternainfantil,13,2019
Distrito Nacional,1,2,maternainfantil,13,2019
Duarte,0,1,maternainfantil,13,2019
El Seibo,0,0,maternainfantil,13,2019
Elías Piña,0,0,maternainfantil,13,2019
Espaillat,0,0,maternainfantil,13,2019
Extranjera,0,0,maternainfantil,13,2019
Hato Mayor,0,0,maternainfantil,13,2019
Hermanas Mirabal,0,0,maternainfantil,13,2019
Independencia,0,0,maternainfantil,13,2019
La Altagracia,0,1,maternainfantil,13,2019
La Romana,0,1,maternainfantil,13,2019
La Vega,0,4,maternainfantil,13,2019
María Trinidad Sánchez,1,1,maternainfantil,13,2019
Monseñor Nouel,0,2,maternainfantil,13,2019
Monte Cristi,0,1,maternainfantil,13,2019
Monte Plata,0,0,maternainfantil,13,2019
Pedernales,0,0,maternainfantil,13,2019
Peravia,0,2,maternainfantil,13,2019
Puerto Plata,0,2,maternainfantil,13,2019
Samaná,0,0,maternainfantil,13,2019
San Cristóbal,0,3,maternainfantil,13,2019
San José de Ocoa,0,0,maternainfantil,13,2019
San Juan,1,0,maternainfantil,13,2019
San Pedro de Macorís,0,1,maternainfantil,13,2019
Santiago,0,5,maternainfantil,13,2019
Santiago Rodríguez,0,1,maternainfantil,13,2019
Santo Domingo,1,11,maternainfantil,13,2019
Sánchez Ramírez,0,0,maternainfantil,13,2019
Valverde,0,0,maternainfantil,13,2019
Azua,0,0,maternainfantil,14,2019
Baoruco,0,0,maternainfantil,14,2019
Barahona,0,0,maternainfantil,14,2019
Dajabón,0,0,maternainfantil,14,2019
Distrito Nacional,0,2,maternainfantil,14,2019
Duarte,0,1,maternainfantil,14,2019
El Seibo,0,0,maternainfantil,14,2019
Elías Piña,0,1,maternainfantil,14,2019
Espaillat,0,0,maternainfantil,14,2019
Extranjera,0,1,maternainfantil,14,2019
Hato Mayor,0,0,maternainfantil,14,2019
Hermanas Mirabal,0,0,maternainfantil,14,2019
Independencia,0,0,maternainfantil,14,2019
La Altagracia,0,1,maternainfantil,14,2019
La Romana,0,2,maternainfantil,14,2019
La Vega,1,3,maternainfantil,14,2019
María Trinidad Sánchez,0,0,maternainfantil,14,2019
Monseñor Nouel,0,0,maternainfantil,14,2019
Monte Cristi,0,0,maternainfantil,14,2019
Monte Plata,0,0,maternainfantil,14,2019
Pedernales,0,0,maternainfantil,14,2019
Peravia,0,1,maternainfantil,14,2019
Puerto Plata,0,2,maternainfantil,14,2019
Samaná,0,2,maternainfantil,14,2019
San Cristóbal,0,4,maternainfantil,14,2019
San José de Ocoa,0,1,maternainfantil,14,2019
San Juan,0,1,maternainfantil,14,2019
San Pedro de Macorís,0,3,maternainfantil,14,2019
Santiago,1,8,maternainfantil,14,2019
Santiago Rodríguez,0,1,maternainfantil,14,2019
Santo Domingo,1,9,maternainfantil,14,2019
Sánchez Ramírez,0,0,maternainfantil,14,2019
Valverde,0,0,maternainfantil,14,2019
Azua,0,1,maternainfantil,15,2019
Baoruco,0,0,maternainfantil,15,2019
Barahona,0,1,maternainfantil,15,2019
Dajabón,0,1,maternainfantil,15,2019
Distrito Nacional,0,1,maternainfantil,15,2019
Duarte,0,0,maternainfantil,15,2019
El Seibo,0,0,maternainfantil,15,2019
Elías Piña,0,0,maternainfantil,15,2019
Espaillat,0,2,maternainfantil,15,2019
Extranjera,0,0,maternainfantil,15,2019
Hato Mayor,0,0,maternainfantil,15,2019
Hermanas Mirabal,0,0,maternainfantil,15,2019
Independencia,0,1,maternainfantil,15,2019
La Altagracia,0,2,maternainfantil,15,2019
La Romana,0,0,maternainfantil,15,2019
La Vega,0,3,maternainfantil,15,2019
María Trinidad Sánchez,0,1,maternainfantil,15,2019
Monseñor Nouel,0,0,maternainfantil,15,2019
Monte Cristi,2,0,maternainfantil,15,2019
Monte Plata,0,1,maternainfantil,15,2019
Pedernales,0,0,maternainfantil,15,2019
Peravia,0,1,maternainfantil,15,2019
Puerto Plata,0,1,maternainfantil,15,2019
Samaná,0,0,maternainfantil,15,2019
San Cristóbal,1,0,maternainfantil,15,2019
San José de Ocoa,0,0,maternainfantil,15,2019
San Juan,0,1,maternainfantil,15,2019
San Pedro de Macorís,0,3,maternainfantil,15,2019
Santiago,0,4,maternainfantil,15,2019
Santiago Rodríguez,0,0,maternainfantil,15,2019
Santo Domingo,0,6,maternainfantil,15,2019
Sánchez Ramírez,0,0,maternainfantil,15,2019
Valverde,0,2,maternainfantil,15,2019
Azua,0,2,maternainfantil,17,2019
Baoruco,0,0,maternainfantil,17,2019
Barahona,0,0,maternainfantil,17,2019
Dajabón,0,0,maternainfantil,17,2019
Distrito Nacional,0,4,maternainfantil,17,2019
Duarte,0,1,maternainfantil,17,2019
El Seibo,0,0,maternainfantil,17,2019
Elías Piña,0,1,maternainfantil,17,2019
Espaillat,0,0,maternainfantil,17,2019
Extranjera,0,0,maternainfantil,17,2019
Hato Mayor,0,0,maternainfantil,17,2019
Hermanas Mirabal,1,0,maternainfantil,17,2019
Independencia,0,0,maternainfantil,17,2019
La Altagracia,1,0,maternainfantil,17,2019
La Romana,0,0,maternainfantil,17,2019
La Vega,0,1,maternainfantil,17,2019
María Trinidad Sánchez,0,1,maternainfantil,17,2019
Monseñor Nouel,0,1,maternainfantil,17,2019
Monte Cristi,0,0,maternainfantil,17,2019
Monte Plata,0,0,maternainfantil,17,2019
Pedernales,0,0,maternainfantil,17,2019
Peravia,0,0,maternainfantil,17,2019
Puerto Plata,0,0,maternainfantil,17,2019
Samaná,0,0,maternainfantil,17,2019
San Cristóbal,0,1,maternainfantil,17,2019
San José de Ocoa,0,0,maternainfantil,17,2019
San Juan,0,1,maternainfantil,17,2019
San Pedro de Macorís,0,1,maternainfantil,17,2019
Santiago,0,7,maternainfantil,17,2019
Santiago Rodríguez,0,0,maternainfantil,17,2019
Santo Domingo,0,6,maternainfantil,17,2019
Sánchez Ramírez,0,1,maternainfantil,17,2019
Valverde,0,1,maternainfantil,17,2019
Azua,0,0,maternainfantil,18,2019
Baoruco,0,1,maternainfantil,18,2019
Barahona,0,2,maternainfantil,18,2019
Dajabón,0,0,maternainfantil,18,2019
Distrito Nacional,0,0,maternainfantil,18,2019
Duarte,0,0,maternainfantil,18,2019
El Seibo,0,0,maternainfantil,18,2019
Elías Piña,0,0,maternainfantil,18,2019
Espaillat,0,1,maternainfantil,18,2019
Extranjera,1,0,maternainfantil,18,2019
Hato Mayor,0,0,maternainfantil,18,2019
Hermanas Mirabal,0,0,maternainfantil,18,2019
Independencia,0,0,maternainfantil,18,2019
La Altagracia,0,1,maternainfantil,18,2019
La Romana,0,2,maternainfantil,18,2019
La Vega,0,0,maternainfantil,18,2019
María Trinidad Sánchez,0,4,maternainfantil,18,2019
Monseñor Nouel,0,0,maternainfantil,18,2019
Monte Cristi,0,0,maternainfantil,18,2019
Monte Plata,0,1,maternainfantil,18,2019
Pedernales,0,0,maternainfantil,18,2019
Peravia,0,0,maternainfantil,18,2019
Puerto Plata,0,0,maternainfantil,18,2019
Samaná,0,2,maternainfantil,18,2019
San Cristóbal,0,2,maternainfantil,18,2019
San José de Ocoa,0,0,maternainfantil,18,2019
San Juan,0,0,maternainfantil,18,2019
San Pedro de Macorís,0,3,maternainfantil,18,2019
Santiago,0,5,maternainfantil,18,2019
Santiago Rodríguez,0,0,maternainfantil,18,2019
Santo Domingo,0,9,maternainfantil,18,2019
Sánchez Ramírez,0,1,maternainfantil,18,2019
Valverde,0,4,maternainfantil,18,2019
Azua,0,0,maternainfantil,19,2019
Baoruco,0,2,maternainfantil,19,2019
Barahona,0,1,maternainfantil,19,2019
Dajabón,0,1,maternainfantil,19,2019
Distrito Nacional,0,3,maternainfantil,19,2019
Duarte,0,0,maternainfantil,19,2019
El Seibo,0,0,maternainfantil,19,2019
Elías Piña,0,1,maternainfantil,19,2019
Espaillat,0,1,maternainfantil,19,2019
Extranjera,0,0,maternainfantil,19,2019
Hato Mayor,0,2,maternainfantil,19,2019
Hermanas Mirabal,0,1,maternainfantil,19,2019
Independencia,0,0,maternainfantil,19,2019
La Altagracia,0,2,maternainfantil,19,2019
La Romana,0,1,maternainfantil,19,2019
La Vega,0,0,maternainfantil,19,2019
María Trinidad Sánchez,0,0,maternainfantil,19,2019
Monseñor Nouel,0,0,maternainfantil,19,2019
Monte Cristi,0,0,maternainfantil,19,2019
Monte Plata,0,1,maternainfantil,19,2019
Pedernales,0,0,maternainfantil,19,2019
Peravia,0,2,maternainfantil,19,2019
Puerto Plata,0,2,maternainfantil,19,2019
Samaná,0,1,maternainfantil,19,2019
San Cristóbal,1,1,maternainfantil,19,2019
San José de Ocoa,0,0,maternainfantil,19,2019
San Juan,0,1,maternainfantil,19,2019
San Pedro de Macorís,0,1,maternainfantil,19,2019
Santiago,1,5,maternainfantil,19,2019
Santiago Rodríguez,0,1,maternainfantil,19,2019
Santo Domingo,0,5,maternainfantil,19,2019
Sánchez Ramírez,0,0,maternainfantil,19,2019
Valverde,0,2,maternainfantil,19,2019
Azua,0,0,maternainfantil,20,2019
Baoruco,0,1,maternainfantil,20,2019
Barahona,0,2,maternainfantil,20,2019
Dajabón,0,0,maternainfantil,20,2019
Distrito Nacional,0,3,maternainfantil,20,2019
Duarte,0,0,maternainfantil,20,2019
El Seibo,0,0,maternainfantil,20,2019
Elías Piña,0,1,maternainfantil,20,2019
Espaillat,0,0,maternainfantil,20,2019
Extranjera,0,0,maternainfantil,20,2019
Hato Mayor,0,0,maternainfantil,20,2019
Hermanas Mirabal,0,0,maternainfantil,20,2019
Independencia,0,2,maternainfantil,20,2019
La Altagracia,0,1,maternainfantil,20,2019
La Romana,0,0,maternainfantil,20,2019
La Vega,0,5,maternainfantil,20,2019
María Trinidad Sánchez,0,0,maternainfantil,20,2019
Monseñor Nouel,1,0,maternainfantil,20,2019
Monte Cristi,0,0,maternainfantil,20,2019
Monte Plata,0,1,maternainfantil,20,2019
Pedernales,0,1,maternainfantil,20,2019
Peravia,0,2,maternainfantil,20,2019
Puerto Plata,0,1,maternainfantil,20,2019
Samaná,0,0,maternainfantil,20,2019
San Cristóbal,0,2,maternainfantil,20,2019
San José de Ocoa,0,0,maternainfantil,20,2019
San Juan,0,0,maternainfantil,20,2019
San Pedro de Macorís,0,1,maternainfantil,20,2019
Santiago,0,3,maternainfantil,20,2019
Santiago Rodríguez,0,1,maternainfantil,20,2019
Santo Domingo,1,17,maternainfantil,20,2019
Sánchez Ramírez,0,2,maternainfantil,20,2019
Valverde,0,1,maternainfantil,20,2019
Azua,0,0,maternainfantil,21,2019
Baoruco,0,0,maternainfantil,21,2019
Barahona,0,1,maternainfantil,21,2019
Dajabón,0,0,maternainfantil,21,2019
Distrito Nacional,0,3,maternainfantil,21,2019
Duarte,0,1,maternainfantil,21,2019
El Seibo,0,0,maternainfantil,21,2019
Elías Piña,0,1,maternainfantil,21,2019
Espaillat,0,1,maternainfantil,21,2019
Extranjera,0,0,maternainfantil,21,2019
Hato Mayor,0,0,maternainfantil,21,2019
Hermanas Mirabal,0,0,maternainfantil,21,2019
Independencia,0,1,maternainfantil,21,2019
La Altagracia,0,3,maternainfantil,21,2019
La Romana,0,1,maternainfantil,21,2019
La Vega,0,1,maternainfantil,21,2019
María Trinidad Sánchez,0,2,maternainfantil,21,2019
Monseñor Nouel,0,1,maternainfantil,21,2019
Monte Cristi,0,2,maternainfantil,21,2019
Monte Plata,0,0,maternainfantil,21,2019
Pedernales,0,3,maternainfantil,21,2019
Peravia,0,1,maternainfantil,21,2019
Puerto Plata,0,2,maternainfantil,21,2019
Samaná,0,0,maternainfantil,21,2019
San Cristóbal,0,4,maternainfantil,21,2019
San José de Ocoa,0,0,maternainfantil,21,2019
San Juan,0,1,maternainfantil,21,2019
San Pedro de Macorís,0,1,maternainfantil,21,2019
Santiago,0,5,maternainfantil,21,2019
Santiago Rodríguez,0,1,maternainfantil,21,2019
Santo Domingo,0,9,maternainfantil,21,2019
Sánchez Ramírez,0,0,maternainfantil,21,2019
Valverde,0,2,maternainfantil,21,2019
Azua,0,1,maternainfantil,22,2019
Baoruco,0,1,maternainfantil,22,2019
Barahona,0,0,maternainfantil,22,2019
Dajabón,0,0,maternainfantil,22,2019
Distrito Nacional,0,3,maternainfantil,22,2019
Duarte,0,0,maternainfantil,22,2019
El Seibo,0,0,maternainfantil,22,2019
Elías Piña,0,0,maternainfantil,22,2019
Espaillat,0,1,maternainfantil,22,2019
Extranjera,0,0,maternainfantil,22,2019
Hato Mayor,0,1,maternainfantil,22,2019
Hermanas Mirabal,0,1,maternainfantil,22,2019
Independencia,0,0,maternainfantil,22,2019
La Altagracia,0,0,maternainfantil,22,2019
La Romana,0,0,maternainfantil,22,2019
La Vega,0,1,maternainfantil,22,2019
María Trinidad Sánchez,0,0,maternainfantil,22,2019
Monseñor Nouel,0,0,maternainfantil,22,2019
Monte Cristi,0,0,maternainfantil,22,2019
Monte Plata,0,2,maternainfantil,22,2019
Pedernales,0,0,maternainfantil,22,2019
Peravia,0,0,maternainfantil,22,2019
Puerto Plata,0,1,maternainfantil,22,2019
Samaná,0,1,maternainfantil,22,2019
San Cristóbal,0,2,maternainfantil,22,2019
San José de Ocoa,0,0,maternainfantil,22,2019
San Juan,0,2,maternainfantil,22,2019
San Pedro de Macorís,0,0,maternainfantil,22,2019
Santiago,1,7,maternainfantil,22,2019
Santiago Rodríguez,0,0,maternainfantil,22,2019
Santo Domingo,2,6,maternainfantil,22,2019
Sánchez Ramírez,0,1,maternainfantil,22,2019
Valverde,0,0,maternainfantil,22,2019
Azua,0,1,maternainfantil,23,2019
Baoruco,0,0,maternainfantil,23,2019
Barahona,0,0,maternainfantil,23,2019
Dajabón,0,0,maternainfantil,23,2019
Distrito Nacional,0,1,maternainfantil,23,2019
Duarte,0,0,maternainfantil,23,2019
El Seibo,0,1,maternainfantil,23,2019
Elías Piña,0,1,maternainfantil,23,2019
Espaillat,0,4,maternainfantil,23,2019
Extranjera,0,0,maternainfantil,23,2019
Hato Mayor,0,0,maternainfantil,23,2019
Hermanas Mirabal,0,0,maternainfantil,23,2019
Independencia,0,1,maternainfantil,23,2019
La Altagracia,0,2,maternainfantil,23,2019
La Romana,0,2,maternainfantil,23,2019
La Vega,0,0,maternainfantil,23,2019
María Trinidad Sánchez,0,0,maternainfantil,23,2019
Monseñor Nouel,0,0,maternainfantil,23,2019
Monte Cristi,1,1,maternainfantil,23,2019
Monte Plata,0,0,maternainfantil,23,2019
Pedernales,0,0,maternainfantil,23,2019
Peravia,0,1,maternainfantil,23,2019
Puerto Plata,0,3,maternainfantil,23,2019
Samaná,0,0,maternainfantil,23,2019
San Cristóbal,0,1,maternainfantil,23,2019
San José de Ocoa,0,0,maternainfantil,23,2019
San Juan,0,0,maternainfantil,23,2019
San Pedro de Macorís,0,2,maternainfantil,23,2019
Santiago,0,7,maternainfantil,23,2019
Santiago Rodríguez,0,0,maternainfantil,23,2019
Santo Domingo,0,7,maternainfantil,23,2019
Sánchez Ramírez,0,0,maternainfantil,23,2019
Valverde,0,0,maternainfantil,23,2019
Azua,0,1,maternainfantil,24,2019
Baoruco,0,0,maternainfantil,24,2019
Barahona,0,1,maternainfantil,24,2019
Dajabón,0,0,maternainfantil,24,2019
Distrito Nacional,1,6,maternainfantil,24,2019
Duarte,0,1,maternainfantil,24,2019
El Seibo,0,0,maternainfantil,24,2019
Elías Piña,0,1,maternainfantil,24,2019
Espaillat,0,0,maternainfantil,24,2019
Extranjera,0,0,maternainfantil,24,2019
Hato Mayor,0,0,maternainfantil,24,2019
Hermanas Mirabal,0,0,maternainfantil,24,2019
Independencia,0,0,maternainfantil,24,2019
La Altagracia,0,0,maternainfantil,24,2019
La Romana,0,0,maternainfantil,24,2019
La Vega,0,0,maternainfantil,24,2019
María Trinidad Sánchez,0,0,maternainfantil,24,2019
Monseñor Nouel,1,0,maternainfantil,24,2019
Monte Cristi,1,3,maternainfantil,24,2019
Monte Plata,0,1,maternainfantil,24,2019
Pedernales,0,0,maternainfantil,24,2019
Peravia,0,0,maternainfantil,24,2019
Puerto Plata,0,1,maternainfantil,24,2019
Samaná,0,2,maternainfantil,24,2019
San Cristóbal,0,4,maternainfantil,24,2019
San José de Ocoa,0,0,maternainfantil,24,2019
San Juan,0,1,maternainfantil,24,2019
San Pedro de Macorís,0,1,maternainfantil,24,2019
Santiago,0,8,maternainfantil,24,2019
Santiago Rodríguez,0,0,maternainfantil,24,2019
Santo Domingo,1,6,maternainfantil,24,2019
Sánchez Ramírez,0,0,maternainfantil,24,2019
Valverde,1,2,maternainfantil,24,2019
Azua,0,0,maternainfantil,25,2019
Baoruco,0,1,maternainfantil,25,2019
Barahona,0,1,maternainfantil,25,2019
Dajabón,0,0,maternainfantil,25,2019
Distrito Nacional,0,7,maternainfantil,25,2019
Duarte,0,1,maternainfantil,25,2019
El Seibo,0,0,maternainfantil,25,2019
Elías Piña,0,0,maternainfantil,25,2019
Espaillat,0,1,maternainfantil,25,2019
Extranjera,0,0,maternainfantil,25,2019
Hato Mayor,0,0,maternainfantil,25,2019
Hermanas Mirabal,0,0,maternainfantil,25,2019
Independencia,0,0,maternainfantil,25,2019
La Altagracia,0,0,maternainfantil,25,2019
La Romana,0,0,maternainfantil,25,2019
La Vega,0,4,maternainfantil,25,2019
María Trinidad Sánchez,0,0,maternainfantil,25,2019
Monseñor Nouel,0,0,maternainfantil,25,2019
Monte Cristi,0,2,maternainfantil,25,2019
Monte Plata,0,1,maternainfantil,25,2019
Pedernales,0,0,maternainfantil,25,2019
Peravia,0,3,maternainfantil,25,2019
Puerto Plata,0,0,maternainfantil,25,2019
Samaná,0,0,maternainfantil,25,2019
San Cristóbal,1,2,maternainfantil,25,2019
San José de Ocoa,0,0,maternainfantil,25,2019
San Juan,0,0,maternainfantil,25,2019
San Pedro de Macorís,0,0,maternainfantil,25,2019
Santiago,0,9,maternainfantil,25,2019
Santiago Rodríguez,0,0,maternainfantil,25,2019
Santo Domingo,0,18,maternainfantil,25,2019
Sánchez Ramírez,0,1,maternainfantil,25,2019
Valverde,0,1,maternainfantil,25,2019
Azua,0,0,maternainfantil,26,2019
Baoruco,0,1,maternainfantil,26,2019
Barahona,0,0,maternainfantil,26,2019
Dajabón,0,0,maternainfantil,26,2019
Distrito Nacional,0,0,maternainfantil,26,2019
Duarte,0,2,maternainfantil,26,2019
El Seibo,0,0,maternainfantil,26,2019
Elías Piña,0,0,maternainfantil,26,2019
Espaillat,0,1,maternainfantil,26,2019
Extranjera,0,0,maternainfantil,26,2019
Hato Mayor,0,1,maternainfantil,26,2019
Hermanas Mirabal,0,2,maternainfantil,26,2019
Independencia,0,0,maternainfantil,26,2019
La Altagracia,0,1,maternainfantil,26,2019
La Romana,0,1,maternainfantil,26,2019
La Vega,0,3,maternainfantil,26,2019
María Trinidad Sánchez,0,1,maternainfantil,26,2019
Monseñor Nouel,0,0,maternainfantil,26,2019
Monte Cristi,0,1,maternainfantil,26,2019
Monte Plata,0,0,maternainfantil,26,2019
Pedernales,0,0,maternainfantil,26,2019
Peravia,0,1,maternainfantil,26,2019
Puerto Plata,0,1,maternainfantil,26,2019
Samaná,0,0,maternainfantil,26,2019
San Cristóbal,0,0,maternainfantil,26,2019
San José de Ocoa,0,0,maternainfantil,26,2019
San Juan,0,0,maternainfantil,26,2019
San Pedro de Macorís,0,0,maternainfantil,26,2019
Santiago,0,7,maternainfantil,26,2019
Santiago Rodríguez,0,1,maternainfantil,26,2019
Santo Domingo,1,16,maternainfantil,26,2019
Sánchez Ramírez,0,0,maternainfantil,26,2019
Valverde,0,2,maternainfantil,26,2019
Azua,0,1,maternainfantil,27,2019
Baoruco,0,0,maternainfantil,27,2019
Barahona,0,1,maternainfantil,27,2019
Dajabón,0,0,maternainfantil,27,2019
Distrito Nacional,1,3,maternainfantil,27,2019
Duarte,0,3,maternainfantil,27,2019
El Seibo,0,0,maternainfantil,27,2019
Elías Piña,0,1,maternainfantil,27,2019
Espaillat,0,1,maternainfantil,27,2019
Extranjera,0,0,maternainfantil,27,2019
Hato Mayor,0,0,maternainfantil,27,2019
Hermanas Mirabal,0,0,maternainfantil,27,2019
Independencia,0,0,maternainfantil,27,2019
La Altagracia,0,2,maternainfantil,27,2019
La Romana,1,1,maternainfantil,27,2019
La Vega,0,1,maternainfantil,27,2019
María Trinidad Sánchez,0,0,maternainfantil,27,2019
Monseñor Nouel,0,1,maternainfantil,27,2019
Monte Cristi,0,0,maternainfantil,27,2019
Monte Plata,0,1,maternainfantil,27,2019
Pedernales,0,0,maternainfantil,27,2019
Peravia,0,1,maternainfantil,27,2019
Puerto Plata,0,4,maternainfantil,27,2019
Samaná,0,0,maternainfantil,27,2019
San Cristóbal,2,3,maternainfantil,27,2019
San José de Ocoa,0,0,maternainfantil,27,2019
San Juan,0,3,maternainfantil,27,2019
San Pedro de Macorís,0,5,maternainfantil,27,2019
Santiago,0,2,maternainfantil,27,2019
Santiago Rodríguez,0,0,maternainfantil,27,2019
Santo Domingo,2,14,maternainfantil,27,2019
Sánchez Ramírez,0,1,maternainfantil,27,2019
Valverde,0,1,maternainfantil,27,2019
Azua,0,2,maternainfantil,28,2019
Baoruco,0,0,maternainfantil,28,2019
Barahona,0,1,maternainfantil,28,2019
Dajabón,0,1,maternainfantil,28,2019
Distrito Nacional,1,3,maternainfantil,28,2019
Duarte,0,2,maternainfantil,28,2019
El Seibo,0,0,maternainfantil,28,2019
Elías Piña,0,1,maternainfantil,28,2019
Espaillat,0,0,maternainfantil,28,2019
Extranjera,0,0,maternainfantil,28,2019
Hato Mayor,0,1,maternainfantil,28,2019
Hermanas Mirabal,0,0,maternainfantil,28,2019
Independencia,0,0,maternainfantil,28,2019
La Altagracia,0,1,maternainfantil,28,2019
La Romana,0,3,maternainfantil,28,2019
La Vega,0,0,maternainfantil,28,2019
María Trinidad Sánchez,0,0,maternainfantil,28,2019
Monseñor Nouel,0,1,maternainfantil,28,2019
Monte Cristi,0,0,maternainfantil,28,2019
Monte Plata,0,3,maternainfantil,28,2019
Pedernales,0,0,maternainfantil,28,2019
Peravia,0,1,maternainfantil,28,2019
Puerto Plata,0,0,maternainfantil,28,2019
Samaná,0,0,maternainfantil,28,2019
San Cristóbal,0,1,maternainfantil,28,2019
San José de Ocoa,0,0,maternainfantil,28,2019
San Juan,0,1,maternainfantil,28,2019
San Pedro de Macorís,1,3,maternainfantil,28,2019
Santiago,0,4,maternainfantil,28,2019
Santiago Rodríguez,0,1,maternainfantil,28,2019
Santo Domingo,1,12,maternainfantil,28,2019
Sánchez Ramírez,0,1,maternainfantil,28,2019
Valverde,0,0,maternainfantil,28,2019
Azua,0,0,maternainfantil,29,2019
Baoruco,0,0,maternainfantil,29,2019
Barahona,0,1,maternainfantil,29,2019
Dajabón,0,0,maternainfantil,29,2019
Distrito Nacional,0,5,maternainfantil,29,2019
Duarte,0,1,maternainfantil,29,2019
El Seibo,0,0,maternainfantil,29,2019
Elías Piña,0,0,maternainfantil,29,2019
Espaillat,0,0,maternainfantil,29,2019
Extranjera,0,0,maternainfantil,29,2019
Hato Mayor,0,0,maternainfantil,29,2019
Hermanas Mirabal,0,0,maternainfantil,29,2019
Independencia,0,0,maternainfantil,29,2019
La Altagracia,0,3,maternainfantil,29,2019
La Romana,0,4,maternainfantil,29,2019
La Vega,0,0,maternainfantil,29,2019
María Trinidad Sánchez,0,0,maternainfantil,29,2019
Monseñor Nouel,0,1,maternainfantil,29,2019
Monte Cristi,0,2,maternainfantil,29,2019
Monte Plata,0,2,maternainfantil,29,2019
Pedernales,0,0,maternainfantil,29,2019
Peravia,0,0,maternainfantil,29,2019
Puerto Plata,0,5,maternainfantil,29,2019
Samaná,0,0,maternainfantil,29,2019
San Cristóbal,0,0,maternainfantil,29,2019
San José de Ocoa,0,0,maternainfantil,29,2019
San Juan,0,0,maternainfantil,29,2019
San Pedro de Macorís,0,6,maternainfantil,29,2019
Santiago,0,5,maternainfantil,29,2019
Santiago Rodríguez,0,0,maternainfantil,29,2019
Santo Domingo,0,10,maternainfantil,29,2019
Sánchez Ramírez,0,0,maternainfantil,29,2019
Valverde,0,2,maternainfantil,29,2019
Azua,0,1,maternainfantil,30,2019
Baoruco,0,1,maternainfantil,30,2019
Barahona,1,2,maternainfantil,30,2019
Dajabón,0,1,maternainfantil,30,2019
Distrito Nacional,0,5,maternainfantil,30,2019
Duarte,0,1,maternainfantil,30,2019
El Seibo,0,0,maternainfantil,30,2019
Elías Piña,0,1,maternainfantil,30,2019
Espaillat,1,0,maternainfantil,30,2019
Extranjera,0,0,maternainfantil,30,2019
Hato Mayor,0,1,maternainfantil,30,2019
Hermanas Mirabal,0,0,maternainfantil,30,2019
Independencia,0,0,maternainfantil,30,2019
La Altagracia,0,1,maternainfantil,30,2019
La Romana,0,0,maternainfantil,30,2019
La Vega,0,3,maternainfantil,30,2019
María Trinidad Sánchez,0,0,maternainfantil,30,2019
Monseñor Nouel,0,0,maternainfantil,30,2019
Monte Cristi,0,0,maternainfantil,30,2019
Monte Plata,0,2,maternainfantil,30,2019
Pedernales,0,0,maternainfantil,30,2019
Peravia,0,0,maternainfantil,30,2019
Puerto Plata,0,1,maternainfantil,30,2019
Samaná,0,0,maternainfantil,30,2019
San Cristóbal,0,5,maternainfantil,30,2019
San José de Ocoa,0,0,maternainfantil,30,2019
San Juan,0,1,maternainfantil,30,2019
San Pedro de Macorís,0,2,maternainfantil,30,2019
Santiago,0,5,maternainfantil,30,2019
Santiago Rodríguez,0,0,maternainfantil,30,2019
Santo Domingo,1,14,maternainfantil,30,2019
Sánchez Ramírez,0,0,maternainfantil,30,2019
