Provincia,Casos Probables,Incidencia Acumulada,Defunciones Nuevas,Condicion,Numero,Year
Hermanas Mirabal,0,105.0,0,dengue,46,2020
Independencia,0,59.2,0,dengue,46,2020
La Altagracia,0,52.2,0,dengue,46,2020
La Romana,0,14.8,0,dengue,46,2020
La Vega,1,57.1,0,dengue,46,2020
María Trinidad Sánchez,0,66.1,0,dengue,46,2020
Monseñor Nouel,0,43.6,0,dengue,46,2020
Monte Cristi,0,34.4,0,dengue,46,2020
Monte Plata,1,17.5,0,dengue,46,2020
Pedernales,0,194.2,0,dengue,46,2020
Peravia,0,27.4,0,dengue,46,2020
Puerto Plata,2,58.8,0,dengue,46,2020
Samaná,1,53.4,0,dengue,46,2020
San Cristóbal,1,16.8,0,dengue,46,2020
San José de Ocoa,0,76.2,0,dengue,46,2020
San Juan,0,23.9,0,dengue,46,2020
San Pedro de Macorís,1,23.8,0,dengue,46,2020
Santiago,0,82.5,0,dengue,46,2020
Santiago Rodríguez,0,22.1,0,dengue,46,2020
Santo Domingo,2,24.2,0,dengue,46,2020
Sánchez Ramírez,1,93.2,0,dengue,46,2020
Valverde,0,39.8,0,dengue,46,2020
Azua,1,290.91,0,dengue,47,2020
Azua,1,66.47,0,dengue,47,2020
Baoruco,0,176.91,0,dengue,47,2020
Baoruco,0,18.98,0,dengue,47,2020
Barahona,4,490.17,0,dengue,47,2020
Barahona,4,48.88,0,dengue,47,2020
Dajabón,0,118.57,0,dengue,47,2020
Dajabón,0,3.39,0,dengue,47,2020
Distrito Nacional,1,171.86,0,dengue,47,2020
Distrito Nacional,1,28.86,0,dengue,47,2020
Duarte,0,151.0,0,dengue,47,2020
Duarte,0,76.96,0,dengue,47,2020
El Seibo,0,135.66,0,dengue,47,2020
El Seibo,0,16.88,0,dengue,47,2020
Elías Piña,3,130.8,0,dengue,47,2020
Elías Piña,3,30.24,0,dengue,47,2020
Espaillat,0,111.45,0,dengue,47,2020
Espaillat,0,63.0,0,dengue,47,2020
Extranjero,0,0.02,0,dengue,47,2020
Extranjero,0,0.0,0,dengue,47,2020
Hato Mayor,0,227.09,0,dengue,47,2020
Hato Mayor,0,59.17,0,dengue,47,2020
Hermanas Mirabal,1,202.73,0,dengue,47,2020
Hermanas Mirabal,1,104.02,0,dengue,47,2020
Independencia,0,363.17,0,dengue,47,2020
Independencia,0,57.9,0,dengue,47,2020
La Altagracia,2,190.04,0,dengue,47,2020
La Altagracia,2,51.69,0,dengue,47,2020
La Romana,0,167.08,0,dengue,47,2020
La Romana,0,14.48,0,dengue,47,2020
La Vega,0,111.73,0,dengue,47,2020
La Vega,0,56.21,0,dengue,47,2020
María Trinidad Sánchez,1,117.53,0,dengue,47,2020
María Trinidad Sánchez,1,65.54,0,dengue,47,2020
Monseñor Nouel,0,103.29,0,dengue,47,2020
Monseñor Nouel,0,42.71,0,dengue,47,2020
Monte Cristi,1,272.31,0,dengue,47,2020
Monte Cristi,1,34.63,0,dengue,47,2020
Monte Plata,0,134.65,0,dengue,47,2020
Monte Plata,0,17.12,0,dengue,47,2020
Pedernales,0,124.37,0,dengue,47,2020
Pedernales,0,190.11,0,dengue,47,2020
Peravia,0,232.77,0,dengue,47,2020
Peravia,0,17.13,0,dengue,47,2020
Puerto Plata,2,96.53,0,dengue,47,2020
Puerto Plata,2,58.21,0,dengue,47,2020
Samaná,1,73.61,0,dengue,47,2020
Samaná,1,53.29,0,dengue,47,2020
San Cristóbal,1,168.27,0,dengue,47,2020
San Cristóbal,1,16.81,0,dengue,47,2020
San José de Ocoa,1,682.43,0,dengue,47,2020
San José de Ocoa,1,72.54,0,dengue,47,2020
San Juan,0,175.14,0,dengue,47,2020
San Juan,0,23.9,0,dengue,47,2020
San Pedro de Macorís,0,117.99,0,dengue,47,2020
San Pedro de Macorís,0,23.67,0,dengue,47,2020
Santiago,0,189.4,0,dengue,47,2020
Santiago,0,80.92,0,dengue,47,2020
Santiago Rodríguez,0,144.76,0,dengue,47,2020
Santiago Rodríguez,0,21.66,0,dengue,47,2020
Santo Domingo,8,224.15,0,dengue,47,2020
Santo Domingo,8,24.06,0,dengue,47,2020
Sánchez Ramírez,0,242.32,0,dengue,47,2020
Sánchez Ramírez,0,92.01,0,dengue,47,2020
Valverde,2,325.86,0,dengue,47,2020
Valverde,2,40.2,0,dengue,47,2020
Azua,1,66.57,0,dengue,48,2020
Baoruco,0,19.68,0,dengue,48,2020
Barahona,1,48.44,0,dengue,48,2020
Dajabón,0,3.32,0,dengue,48,2020
Distrito Nacional,2,28.47,0,dengue,48,2020
Duarte,0,74.99,0,dengue,48,2020
El Seibo,0,16.53,0,dengue,48,2020
Elías Piña,0,27.86,0,dengue,48,2020
Espaillat,0,61.23,0,dengue,48,2020
Extranjero,0,0.0,0,dengue,48,2020
Hato Mayor,0,57.94,0,dengue,48,2020
Hermanas Mirabal,0,101.85,0,dengue,48,2020
Independencia,0,56.7,0,dengue,48,2020
La Altagracia,0,50.61,0,dengue,48,2020
La Romana,1,14.58,0,dengue,48,2020
La Vega,1,55.04,0,dengue,48,2020
María Trinidad Sánchez,0,64.17,0,dengue,48,2020
Monseñor Nouel,0,41.82,0,dengue,48,2020
Monte Cristi,0,33.91,0,dengue,48,2020
Monte Plata,0,16.76,0,dengue,48,2020
Pedernales,0,186.15,0,dengue,48,2020
Peravia,1,21.25,0,dengue,48,2020
Puerto Plata,1,57.33,0,dengue,48,2020
Samaná,0,52.18,0,dengue,48,2020
San Cristóbal,1,16.63,0,dengue,48,2020
San José de Ocoa,0,71.03,0,dengue,48,2020
San Juan,0,22.91,0,dengue,48,2020
San Pedro de Macorís,1,23.53,0,dengue,48,2020
Santiago,2,79.34,0,dengue,48,2020
Santiago Rodríguez,0,21.21,0,dengue,48,2020
Santo Domingo,9,23.86,0,dengue,48,2020
Sánchez Ramírez,0,90.09,0,dengue,48,2020
Valverde,0,38.74,0,dengue,48,2020
Azua,0,65.21,0,dengue,49,2020
Baoruco,0,19.28,0,dengue,49,2020
Barahona,3,49.74,0,dengue,49,2020
Dajabón,0,3.25,0,dengue,49,2020
Distrito Nacional,0,28.0,0,dengue,49,2020
Duarte,0,73.82,0,dengue,49,2020
El Seibo,0,16.19,0,dengue,49,2020
Elías Piña,1,30.71,0,dengue,49,2020
Espaillat,2,61.33,0,dengue,49,2020
Extranjero,0,0.0,0,dengue,49,2020
Hato Mayor,0,56.75,0,dengue,49,2020
Hermanas Mirabal,0,99.77,0,dengue,49,2020
Independencia,0,55.54,0,dengue,49,2020
La Altagracia,0,49.58,0,dengue,49,2020
La Romana,1,14.68,0,dengue,49,2020
La Vega,0,53.91,0,dengue,49,2020
María Trinidad Sánchez,0,62.86,0,dengue,49,2020
Monseñor Nouel,0,40.96,0,dengue,49,2020
Monte Cristi,0,33.22,0,dengue,49,2020
Monte Plata,0,16.42,0,dengue,49,2020
Pedernales,0,182.35,0,dengue,49,2020
Peravia,0,25.75,0,dengue,49,2020
Puerto Plata,0,56.16,0,dengue,49,2020
Samaná,0,51.11,0,dengue,49,2020
San Cristóbal,1,16.63,0,dengue,49,2020
San José de Ocoa,1,77.54,0,dengue,49,2020
San Juan,1,23.41,0,dengue,49,2020
San Pedro de Macorís,0,23.05,0,dengue,49,2020
Santiago,4,78.24,0,dengue,49,2020
Santiago Rodríguez,0,20.78,0,dengue,49,2020
Santo Domingo,5,23.71,0,dengue,49,2020
Sánchez Ramírez,0,88.25,0,dengue,49,2020
Valverde,0,37.95,0,dengue,49,2020
Azua,4,65.82,0,dengue,50,2020
Baoruco,2,19.94,0,dengue,50,2020
Barahona,2,50.99,0,dengue,50,2020
Dajabón,0,3.19,0,dengue,50,2020
Distrito Nacional,2,27.74,0,dengue,50,2020
Duarte,0,72.34,0,dengue,50,2020
El Seibo,0,15.87,0,dengue,50,2020
Elías Piña,1,31.77,0,dengue,50,2020
Espaillat,1,60.55,0,dengue,50,2020
Extranjero,0,0.0,0,dengue,50,2020
Hato Mayor,0,55.62,0,dengue,50,2020
Hermanas Mirabal,0,97.78,0,dengue,50,2020
Independencia,4,61.69,0,dengue,50,2020
La Altagracia,1,48.89,0,dengue,50,2020
La Romana,0,14.39,0,dengue,50,2020
La Vega,0,53.09,0,dengue,50,2020
María Trinidad Sánchez,1,62.35,0,dengue,50,2020
Monseñor Nouel,0,40.14,0,dengue,50,2020
Monte Cristi,0,32.55,0,dengue,50,2020
Monte Plata,0,16.09,0,dengue,50,2020
Pedernales,0,178.7,0,dengue,50,2020
Peravia,1,27.38,0,dengue,50,2020
Puerto Plata,0,55.03,0,dengue,50,2020
Samaná,0,50.09,0,dengue,50,2020
San Cristóbal,2,16.63,0,dengue,50,2020
San José de Ocoa,0,79.88,0,dengue,50,2020
San Juan,1,23.42,0,dengue,50,2020
San Pedro de Macorís,0,22.59,0,dengue,50,2020
Santiago,2,76.98,0,dengue,50,2020
Santiago Rodríguez,0,20.36,0,dengue,50,2020
Santo Domingo,10,23.67,0,dengue,50,2020
Sánchez Ramírez,0,86.49,0,dengue,50,2020
Valverde,0,37.79,0,dengue,50,2020
Azua,2,65.46,0,dengue,51,2020
Baoruco,0,20.58,0,dengue,51,2020
Barahona,3,51.64,0,dengue,51,2020
Dajabón,1,4.69,0,dengue,51,2020
Distrito Nacional,0,27.1,0,dengue,51,2020
Duarte,1,71.27,0,dengue,51,2020
El Seibo,0,15.56,0,dengue,51,2020
Elías Piña,0,31.14,0,dengue,51,2020
Espaillat,1,59.79,0,dengue,51,2020
Extranjero,0,0.0,0,dengue,51,2020
Hato Mayor,0,54.53,0,dengue,51,2020
Hermanas Mirabal,0,95.86,0,dengue,51,2020
Independencia,3,64.03,0,dengue,51,2020
La Altagracia,0,47.93,0,dengue,51,2020
La Romana,1,14.49,0,dengue,51,2020
La Vega,1,52.3,0,dengue,51,2020
María Trinidad Sánchez,2,62.6,0,dengue,51,2020
Monseñor Nouel,1,39.95,0,dengue,51,2020
Monte Cristi,0,31.92,0,dengue,51,2020
Monte Plata,1,16.32,0,dengue,51,2020
Pedernales,0,175.2,0,dengue,51,2020
Peravia,1,31.06,0,dengue,51,2020
Puerto Plata,4,55.2,0,dengue,51,2020
Samaná,0,49.11,0,dengue,51,2020
San Cristóbal,3,16.96,1,dengue,51,2020
San José de Ocoa,0,78.32,0,dengue,51,2020
San Juan,1,23.43,0,dengue,51,2020
San Pedro de Macorís,0,22.49,0,dengue,51,2020
Santiago,4,75.87,0,dengue,51,2020
Santiago Rodríguez,0,19.96,0,dengue,51,2020
Santo Domingo,7,23.49,0,dengue,51,2020
Sánchez Ramírez,0,84.79,0,dengue,51,2020
Valverde,1,37.64,0,dengue,51,2020
Azua,0,64.2,0,dengue,52,2020
Baoruco,0,19.17,0,dengue,52,2020
Barahona,0,52.26,0,dengue,52,2020
Dajabón,0,4.6,0,dengue,52,2020
Distrito Nacional,1,26.77,0,dengue,52,2020
Duarte,0,69.56,0,dengue,52,2020
El Seibo,0,15.26,0,dengue,52,2020
Elías Piña,1,32.15,0,dengue,52,2020
Espaillat,1,59.07,0,dengue,52,2020
Extranjero,0,0.0,0,dengue,52,2020
Hato Mayor,0,53.48,0,dengue,52,2020
Hermanas Mirabal,0,94.02,0,dengue,52,2020
Independencia,3,69.78,0,dengue,52,2020
La Altagracia,0,47.01,0,dengue,52,2020
La Romana,1,14.58,0,dengue,52,2020
La Vega,0,51.3,0,dengue,52,2020
María Trinidad Sánchez,0,60.68,0,dengue,52,2020
Monseñor Nouel,0,39.18,0,dengue,52,2020
Monte Cristi,0,31.3,0,dengue,52,2020
Monte Plata,0,16.01,0,dengue,52,2020
Pedernales,0,171.83,0,dengue,52,2020
Peravia,1,32.01,0,dengue,52,2020
Puerto Plata,0,53.83,0,dengue,52,2020
Samaná,0,48.16,0,dengue,52,2020
San Cristóbal,1,16.63,0,dengue,52,2020
San José de Ocoa,0,76.81,0,dengue,52,2020
San Juan,0,22.52,0,dengue,52,2020
San Pedro de Macorís,0,22.06,0,dengue,52,2020
Santiago,0,74.41,0,dengue,52,2020
Santiago Rodríguez,0,19.58,0,dengue,52,2020
Santo Domingo,7,23.32,0,dengue,52,2020
Sánchez Ramírez,0,83.16,0,dengue,52,2020
Valverde,0,36.91,0,dengue,52,2020
Azua,3,64.34,0,dengue,53,2020
Baoruco,1,19.8,0,dengue,53,2020
Barahona,3,52.33,0,dengue,53,2020
Dajabón,1,6.02,0,dengue,53,2020
Distrito Nacional,0,26.27,0,dengue,53,2020
Duarte,0,68.25,0,dengue,53,2020
El Seibo,0,14.97,0,dengue,53,2020
Elías Piña,1,33.12,0,dengue,53,2020
Espaillat,0,57.95,0,dengue,53,2020
Extranjero,0,0.0,0,dengue,53,2020
Hato Mayor,0,52.47,0,dengue,53,2020
Hermanas Mirabal,0,92.24,0,dengue,53,2020
Independencia,2,68.47,0,dengue,53,2020
La Altagracia,1,46.41,0,dengue,53,2020
La Romana,1,14.31,0,dengue,53,2020
La Vega,0,50.33,0,dengue,53,2020
María Trinidad Sánchez,0,59.53,0,dengue,53,2020
Monseñor Nouel,0,38.44,0,dengue,53,2020
Monte Cristi,0,30.71,0,dengue,53,2020
Monte Plata,0,15.7,0,dengue,53,2020
Pedernales,0,168.59,0,dengue,53,2020
Peravia,1,31.91,0,dengue,53,2020
Puerto Plata,1,52.82,0,dengue,53,2020
Samaná,0,47.25,0,dengue,53,2020
San Cristóbal,1,16.47,0,dengue,53,2020
San José de Ocoa,0,77.2,0,dengue,53,2020
San Juan,0,22.55,0,dengue,53,2020
San Pedro de Macorís,0,21.64,0,dengue,53,2020
Santiago,2,73.19,0,dengue,53,2020
Santiago Rodríguez,0,19.21,0,dengue,53,2020
Santo Domingo,6,23.09,0,dengue,53,2020
Sánchez Ramírez,0,81.59,0,dengue,53,2020
Valverde,0,36.22,0,dengue,53,2020
Azua,0,0.0,0,dengue,1,2021
Baoruco,0,0.0,0,dengue,1,2021
Barahona,2,55.0,0,dengue,1,2021
Dajabón,0,0.0,0,dengue,1,2021
Distrito Nacional,2,9.8,0,dengue,1,2021
Duarte,0,0.0,0,dengue,1,2021
El Seibo,0,0.0,0,dengue,1,2021
Elías Piña,1,82.3,0,dengue,1,2021
Espaillat,2,43.2,0,dengue,1,2021
Extranjera,0,0.0,0,dengue,1,2021
Hato Mayor,0,0.0,0,dengue,1,2021
Hermanas Mirabal,0,0.0,0,dengue,1,2021
Independencia,3,262.3,0,dengue,1,2021
La Altagracia,0,0.0,0,dengue,1,2021
La Romana,0,0.0,0,dengue,1,2021
La Vega,0,0.0,0,dengue,1,2021
María Trinidad Sánchez,0,0.0,0,dengue,1,2021
Monseñor Nouel,0,0.0,0,dengue,1,2021
Monte Cristi,0,0.0,0,dengue,1,2021
Monte Plata,0,0.0,0,dengue,1,2021
Pedernales,0,0.0,0,dengue,1,2021
Peravia,0,0.0,0,dengue,1,2021
Puerto Plata,1,15.5,0,dengue,1,2021
Samaná,0,0.0,0,dengue,1,2021
San Cristóbal,0,0.0,0,dengue,1,2021
San José de Ocoa,0,0.0,0,dengue,1,2021
San Juan,0,0.0,0,dengue,1,2021
San Pedro de Macorís,0,0.0,0,dengue,1,2021
Santiago,3,14.7,0,dengue,1,2021
Santiago Rodríguez,0,0.0,0,dengue,1,2021
Santo Domingo,5,8.7,0,dengue,1,2021
Sánchez Ramírez,1,34.3,0,dengue,1,2021
Valverde,0,0.0,0,dengue,1,2021
Azua,5,70.0,0,dengue,2,2021
Baoruco,0,0.0,0,dengue,2,2021
Barahona,7,123.8,0,dengue,2,2021
Dajabón,0,0.0,0,dengue,2,2021
Distrito Nacional,4,14.8,0,dengue,2,2021
Duarte,0,0.0,0,dengue,2,2021
El Seibo,0,0.0,0,dengue,2,2021
Elías Piña,1,82.3,0,dengue,2,2021
Espaillat,0,21.6,0,dengue,2,2021
Extranjera,0,0.0,0,dengue,2,2021
Hato Mayor,0,0.0,0,dengue,2,2021
Hermanas Mirabal,0,0.0,0,dengue,2,2021
Independencia,0,131.2,0,dengue,2,2021
La Altagracia,0,0.0,0,dengue,2,2021
La Romana,0,0.0,0,dengue,2,2021
La Vega,0,0.0,0,dengue,2,2021
María Trinidad Sánchez,0,0.0,0,dengue,2,2021
Monseñor Nouel,0,0.0,0,dengue,2,2021
Monte Cristi,0,0.0,0,dengue,2,2021
Monte Plata,0,0.0,0,dengue,2,2021
Pedernales,0,0.0,0,dengue,2,2021
Peravia,2,26.1,0,dengue,2,2021
Puerto Plata,0,0.0,0,dengue,2,2021
Samaná,0,0.0,0,dengue,2,2021
San Cristóbal,3,12.0,0,dengue,2,2021
San José de Ocoa,0,0.0,0,dengue,2,2021
San Juan,0,0.0,0,dengue,2,2021
San Pedro de Macorís,1,8.5,0,dengue,2,2021
Santiago,3,12.3,0,dengue,2,2021
Santiago Rodríguez,0,0.0,0,dengue,2,2021
Santo Domingo,4,7.8,0,dengue,2,2021
Sánchez Ramírez,0,17.1,0,dengue,2,2021
Valverde,1,14.5,0,dengue,2,2021
Azua,1,54.42,0,dengue,3,2021
Bahoruco,2,34.12,0,dengue,3,2021
Barahona,6,137.56,0,dengue,3,2021
Dajabón,0,0.0,0,dengue,3,2021
Distrito Nacional,3,14.77,0,dengue,3,2021
Duarte,0,0.0,0,dengue,3,2021
El Seibo,0,0.0,0,dengue,3,2021
Elías Piña,0,54.86,0,dengue,3,2021
Espaillat,0,14.38,0,dengue,3,2021
Extranjero,0,0.0,0,dengue,3,2021
Hato Mayor,0,0.0,0,dengue,3,2021
Hermanas Mirabal,0,0.0,0,dengue,3,2021
Independencia,0,58.29,0,dengue,3,2021
La Altagracia,0,0.0,0,dengue,3,2021
La Romana,1,6.25,0,dengue,3,2021
La Vega,0,0.0,0,dengue,3,2021
María Trinidad Sánchez,0,0.0,0,dengue,3,2021
Monseñor Nouel,0,0.0,0,dengue,3,2021
Monte Cristi,0,14.66,0,dengue,3,2021
Monte Plata,0,0.0,0,dengue,3,2021
Pedernales,0,0.0,0,dengue,3,2021
Peravia,0,26.06,0,dengue,3,2021
Puerto Plata,0,0.0,0,dengue,3,2021
Samaná,0,0.0,0,dengue,3,2021
San Cristóbal,0,8.0,0,dengue,3,2021
San José de Ocoa,0,0.0,0,dengue,3,2021
San Juan,0,0.0,0,dengue,3,2021
San Pedro de Macorís,0,5.65,0,dengue,3,2021
Santiago,2,13.09,0,dengue,3,2021
Santiago Rodríguez,0,0.0,0,dengue,3,2021
Santo Domingo,14,13.85,0,dengue,3,2021
Sánchez Ramírez,0,11.42,0,dengue,3,2021
Valverde,0,9.68,0,dengue,3,2021
Azua,1,46.65,0,dengue,4,2021
Baoruco,0,25.59,0,dengue,4,2021
Barahona,3,123.8,0,dengue,4,2021
Dajabón,0,0.0,0,dengue,4,2021
Distrito Nacional,0,11.08,0,dengue,4,2021
Duarte,0,0.0,0,dengue,4,2021
El Seibo,0,0.0,0,dengue,4,2021
Elías Piña,0,41.14,0,dengue,4,2021
Espaillat,0,10.79,0,dengue,4,2021
Extranjero,0,0.0,0,dengue,4,2021
Hato Mayor,0,0.0,0,dengue,4,2021
Hermanas Mirabal,0,0.0,0,dengue,4,2021
Independencia,4,153.01,0,dengue,4,2021
La Altagracia,0,0.0,0,dengue,4,2021
La Romana,0,4.69,0,dengue,4,2021
La Vega,0,0.0,0,dengue,4,2021
María Trinidad Sánchez,0,0.0,0,dengue,4,2021
Monseñor Nouel,0,0.0,0,dengue,4,2021
Monte Cristi,0,10.99,0,dengue,4,2021
Monte Plata,0,0.0,0,dengue,4,2021
Pedernales,0,0.0,0,dengue,4,2021
Peravia,1,19.54,1,dengue,4,2021
Puerto Plata,2,15.54,0,dengue,4,2021
Samaná,0,0.0,0,dengue,4,2021
San Cristóbal,0,8.0,0,dengue,4,2021
San José de Ocoa,0,0.0,0,dengue,4,2021
San Juan,3,17.83,0,dengue,4,2021
San Pedro de Macorís,0,8.47,0,dengue,4,2021
Santiago,0,8.59,0,dengue,4,2021
Santiago Rodríguez,0,0.0,0,dengue,4,2021
Santo Domingo,11,14.71,0,dengue,4,2021
Sánchez Ramírez,0,8.56,0,dengue,4,2021
Valverde,0,7.26,0,dengue,4,2021
Azua,1,41.98,0,dengue,5,2021
Baoruco,0,20.47,0,dengue,5,2021
Barahona,1,104.54,1,dengue,5,2021
Dajabón,0,0.0,0,dengue,5,2021
Distrito Nacional,0,7.88,0,dengue,5,2021
Duarte,1,3.46,0,dengue,5,2021
El Seibo,0,0.0,0,dengue,5,2021
Elías Piña,0,32.91,0,dengue,5,2021
Espaillat,0,8.63,0,dengue,5,2021
Extranjero,0,0.0,0,dengue,5,2021
Hato Mayor,0,0.0,0,dengue,5,2021
Hermanas Mirabal,0,0.0,0,dengue,5,2021
Independencia,1,139.9,0,dengue,5,2021
La Altagracia,0,0.0,0,dengue,5,2021
La Romana,0,3.75,0,dengue,5,2021
La Vega,0,0.0,0,dengue,5,2021
María Trinidad Sánchez,0,0.0,0,dengue,5,2021
Monseñor Nouel,1,5.92,0,dengue,5,2021
Monte Cristi,0,8.8,0,dengue,5,2021
Monte Plata,1,5.42,0,dengue,5,2021
Pedernales,0,0.0,0,dengue,5,2021
Peravia,1,26.06,0,dengue,5,2021
Puerto Plata,0,12.43,0,dengue,5,2021
Samaná,0,0.0,0,dengue,5,2021
San Cristóbal,1,8.0,0,dengue,5,2021
San José de Ocoa,0,0.0,0,dengue,5,2021
San Juan,0,14.26,0,dengue,5,2021
San Pedro de Macorís,1,10.16,0,dengue,5,2021
Santiago,2,9.82,0,dengue,5,2021
Santiago Rodríguez,0,0.0,0,dengue,5,2021
Santo Domingo,4,14.19,0,dengue,5,2021
Sánchez Ramírez,0,6.85,0,dengue,5,2021
Valverde,0,5.81,0,dengue,5,2021
Azua,0,282.18,0,dengue,6,2021
Baoruco,1,61.22,0,dengue,6,2021
Barahona,1,116.73,0,dengue,6,2021
Dajabón,0,13.29,0,dengue,6,2021
Distrito Nacional,1,103.31,0,dengue,6,2021
Duarte,0,369.39,0,dengue,6,2021
El Seibo,0,37.79,0,dengue,6,2021
Elías Piña,0,55.73,0,dengue,6,2021
Espaillat,2,268.85,0,dengue,6,2021
Extranjero,0,0.0,0,dengue,6,2021
Hato Mayor,0,257.5,0,dengue,6,2021
Hermanas Mirabal,0,508.06,0,dengue,6,2021
Independencia,3,181.43,0,dengue,6,2021
La Altagracia,0,214.96,0,dengue,6,2021
La Romana,0,55.09,0,dengue,6,2021
La Vega,0,204.03,1,dengue,6,2021
María Trinidad Sánchez,0,256.68,0,dengue,6,2021
Monseñor Nouel,0,162.19,0,dengue,6,2021
Monte Cristi,0,150.71,0,dengue,6,2021
Monte Plata,0,50.86,0,dengue,6,2021
Pedernales,0,50.48,0,dengue,6,2021
Peravia,0,143.17,0,dengue,6,2021
Puerto Plata,1,204.12,0,dengue,6,2021
Samaná,0,149.64,0,dengue,6,2021
San Cristóbal,0,62.36,0,dengue,6,2021
San José de Ocoa,0,243.54,0,dengue,6,2021
San Juan,0,79.67,0,dengue,6,2021
San Pedro de Macorís,2,104.27,1,dengue,6,2021
Santiago,1,376.1,3,dengue,6,2021
Santiago Rodríguez,0,107.98,0,dengue,6,2021
Santo Domingo,13,85.72,1,dengue,6,2021
Sánchez Ramírez,0,366.17,0,dengue,6,2021
Valverde,0,224.93,0,dengue,6,2021
Azua,1,286.16,0,dengue,7,2021
Baoruco,1,59.97,0,dengue,7,2021
Barahona,1,128.07,0,dengue,7,2021
Dajabón,0,11.39,0,dengue,7,2021
Distrito Nacional,3,97.98,0,dengue,7,2021
Duarte,0,349.55,1,dengue,7,2021
El Seibo,0,48.58,0,dengue,7,2021
Elías Piña,0,71.65,0,dengue,7,2021
Espaillat,0,255.7,0,dengue,7,2021
Extranjero,0,0.0,0,dengue,7,2021
Hato Mayor,0,291.34,0,dengue,7,2021
Hermanas Mirabal,0,460.13,0,dengue,7,2021
Independencia,0,155.51,0,dengue,7,2021
La Altagracia,0,205.67,0,dengue,7,2021
La Romana,0,55.55,0,dengue,7,2021
La Vega,1,200.66,1,dengue,7,2021
María Trinidad Sánchez,0,241.48,0,dengue,7,2021
Monseñor Nouel,0,160.74,0,dengue,7,2021
Monte Cristi,0,135.64,0,dengue,7,2021
Monte Plata,0,43.6,0,dengue,7,2021
Pedernales,0,64.9,0,dengue,7,2021
Peravia,0,134.22,0,dengue,7,2021
Puerto Plata,0,186.32,0,dengue,7,2021
Samaná,0,162.01,0,dengue,7,2021
San Cristóbal,0,61.77,0,dengue,7,2021
San José de Ocoa,0,236.59,0,dengue,7,2021
San Juan,1,71.71,0,dengue,7,2021
San Pedro de Macorís,0,109.24,1,dengue,7,2021
Santiago,2,352.07,2,dengue,7,2021
Santiago Rodríguez,0,118.99,0,dengue,7,2021
Santo Domingo,8,82.59,1,dengue,7,2021
Sánchez Ramírez,0,363.68,0,dengue,7,2021
Valverde,0,218.51,0,dengue,7,2021
Azua,0,32.07,0,dengue,8,2021
Baoruco,0,31.99,0,dengue,8,2021
Barahona,2,79.1,0,dengue,8,2021
Dajabón,0,0.0,0,dengue,8,2021
Distrito Nacional,1,8.62,0,dengue,8,2021
Duarte,1,8.66,0,dengue,8,2021
El Seibo,0,0.0,0,dengue,8,2021
Elías Piña,0,20.57,0,dengue,8,2021
Espaillat,1,13.49,0,dengue,8,2021
Extranjero,0,0.0,0,dengue,8,2021
Hato Mayor,0,0.0,0,dengue,8,2021
Hermanas Mirabal,0,0.0,0,dengue,8,2021
Independencia,0,131.15,0,dengue,8,2021
La Altagracia,0,1.76,0,dengue,8,2021
La Romana,0,2.35,0,dengue,8,2021
La Vega,1,4.71,0,dengue,8,2021
María Trinidad Sánchez,0,0.0,0,dengue,8,2021
Monseñor Nouel,0,0.0,0,dengue,8,2021
Monte Cristi,0,16.49,0,dengue,8,2021
Monte Plata,0,3.39,0,dengue,8,2021
Pedernales,0,0.0,0,dengue,8,2021
Peravia,0,32.57,0,dengue,8,2021
Puerto Plata,0,9.71,0,dengue,8,2021
Samaná,0,0.0,0,dengue,8,2021
San Cristóbal,1,7.0,0,dengue,8,2021
San José de Ocoa,0,0.0,0,dengue,8,2021
San Juan,1,14.86,0,dengue,8,2021
San Pedro de Macorís,0,10.59,0,dengue,8,2021
Santiago,1,9.21,0,dengue,8,2021
Santiago Rodríguez,0,0.0,0,dengue,8,2021
Santo Domingo,9,16.87,0,dengue,8,2021
Sánchez Ramírez,0,4.28,0,dengue,8,2021
Valverde,0,3.63,0,dengue,8,2021
Azua,0,31.1,0,dengue,9,2021
Baoruco,0,28.43,0,dengue,9,2021
Barahona,0,70.31,0,dengue,9,2021
Dajabón,0,0.0,0,dengue,9,2021
Distrito Nacional,3,8.76,0,dengue,9,2021
Duarte,0,7.7,0,dengue,9,2021
El Seibo,0,0.0,0,dengue,9,2021
Elías Piña,1,27.43,0,dengue,9,2021
Espaillat,0,14.38,0,dengue,9,2021
Extranjero,0,0.0,0,dengue,9,2021
Hato Mayor,0,0.0,0,dengue,9,2021
Hermanas Mirabal,0,0.0,0,dengue,9,2021
Independencia,0,87.44,0,dengue,9,2021
La Altagracia,0,1.57,0,dengue,9,2021
La Romana,1,4.17,0,dengue,9,2021
La Vega,0,4.19,0,dengue,9,2021
María Trinidad Sánchez,0,0.0,0,dengue,9,2021
Monseñor Nouel,0,3.29,0,dengue,9,2021
Monte Cristi,0,14.66,0,dengue,9,2021
Monte Plata,0,3.01,0,dengue,9,2021
Pedernales,0,0.0,0,dengue,9,2021
Peravia,0,40.54,0,dengue,9,2021
Puerto Plata,1,10.36,0,dengue,9,2021
Samaná,1,5.07,0,dengue,9,2021
San Cristóbal,0,6.22,0,dengue,9,2021
San José de Ocoa,0,0.0,0,dengue,9,2021
San Juan,1,15.85,0,dengue,9,2021
San Pedro de Macorís,0,9.41,0,dengue,9,2021
