Provincia,Casos Sospechosos,Incidencia Acumulada,Defunciones Nuevas,Condicion,Numero,Year
Monseñor Nouel,0,0.0,0,leptospirosis,8,2022
Monte Cristi,1,16.4,1,leptospirosis,8,2022
Monte Plata,0,0.0,0,leptospirosis,8,2022
Pedernales,0,0.0,0,leptospirosis,8,2022
Peravia,0,3.2,0,leptospirosis,8,2022
Puerto Plata,0,1.9,0,leptospirosis,8,2022
Samaná,0,5.7,0,leptospirosis,8,2022
San Cristóbal,0,0.0,0,leptospirosis,8,2022
San José de Ocoa,0,0.0,0,leptospirosis,8,2022
San Juan,0,0.0,0,leptospirosis,8,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,8,2022
Santiago,0,0.0,0,leptospirosis,8,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,8,2022
Santo Domingo,1,0.9,0,leptospirosis,8,2022
Sánchez Ramírez,0,8.6,0,leptospirosis,8,2022
Valverde,0,0.0,0,leptospirosis,8,2022
Azua,0,7.8,0,leptospirosis,9,2022
Baoruco,0,0.0,0,leptospirosis,9,2022
Barahona,0,0.0,0,leptospirosis,9,2022
Dajabón,0,0.0,0,leptospirosis,9,2022
Distrito Nacional,0,0.0,0,leptospirosis,9,2022
Duarte,0,0.0,0,leptospirosis,9,2022
El Seibo,0,0.0,0,leptospirosis,9,2022
Elías Piña,0,0.0,0,leptospirosis,9,2022
Espaillat,0,0.0,0,leptospirosis,9,2022
Extranjero,0,0.0,0,leptospirosis,9,2022
Hato Mayor,0,0.0,0,leptospirosis,9,2022
Hermanas Mirabal,0,0.0,0,leptospirosis,9,2022
Independencia,0,0.0,0,leptospirosis,9,2022
La Altagracia,1,1.5,0,leptospirosis,9,2022
La Romana,0,0.0,0,leptospirosis,9,2022
La Vega,0,0.0,0,leptospirosis,9,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,9,2022
Monseñor Nouel,0,0.0,0,leptospirosis,9,2022
Monte Cristi,0,14.6,0,leptospirosis,9,2022
Monte Plata,0,0.0,0,leptospirosis,9,2022
Pedernales,0,0.0,0,leptospirosis,9,2022
Peravia,0,2.9,0,leptospirosis,9,2022
Puerto Plata,0,1.7,0,leptospirosis,9,2022
Samaná,0,5.0,0,leptospirosis,9,2022
San Cristóbal,0,0.0,0,leptospirosis,9,2022
San José de Ocoa,0,0.0,0,leptospirosis,9,2022
San Juan,0,0.0,0,leptospirosis,9,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,9,2022
Santiago,1,0.5,0,leptospirosis,9,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,9,2022
Santo Domingo,2,1.1,0,leptospirosis,9,2022
Sánchez Ramírez,0,7.6,0,leptospirosis,9,2022
Valverde,0,0.0,0,leptospirosis,9,2022
Azua,0,7.0,0,leptospirosis,10,2022
Baoruco,0,0.0,0,leptospirosis,10,2022
Barahona,0,0.0,0,leptospirosis,10,2022
Dajabón,0,0.0,0,leptospirosis,10,2022
Distrito Nacional,1,0.5,0,leptospirosis,10,2022
Duarte,0,1.7,0,leptospirosis,10,2022
El Seibo,0,0.0,0,leptospirosis,10,2022
Elías Piña,0,0.0,0,leptospirosis,10,2022
Espaillat,0,0.0,0,leptospirosis,10,2022
Extranjero,0,0.0,0,leptospirosis,10,2022
Hato Mayor,0,0.0,0,leptospirosis,10,2022
Hermanas Mirabal,0,0.0,0,leptospirosis,10,2022
Independencia,0,0.0,0,leptospirosis,10,2022
La Altagracia,0,1.4,0,leptospirosis,10,2022
La Romana,0,0.0,0,leptospirosis,10,2022
La Vega,0,0.0,0,leptospirosis,10,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,10,2022
Monseñor Nouel,0,0.0,0,leptospirosis,10,2022
Monte Cristi,0,13.1,0,leptospirosis,10,2022
Monte Plata,0,0.0,0,leptospirosis,10,2022
Pedernales,0,0.0,0,leptospirosis,10,2022
Peravia,1,5.2,0,leptospirosis,10,2022
Puerto Plata,0,1.6,0,leptospirosis,10,2022
Samaná,0,4.5,0,leptospirosis,10,2022
San Cristóbal,0,0.0,0,leptospirosis,10,2022
San José de Ocoa,0,0.0,0,leptospirosis,10,2022
San Juan,0,0.0,0,leptospirosis,10,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,10,2022
Santiago,0,0.5,0,leptospirosis,10,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,10,2022
Santo Domingo,1,1.4,1,leptospirosis,10,2022
Sánchez Ramírez,0,6.9,0,leptospirosis,10,2022
Valverde,0,0.0,0,leptospirosis,10,2022
Azua,0,6.3,0,leptospirosis,11,2022
Baoruco,0,0.0,0,leptospirosis,11,2022
Barahona,0,0.0,0,leptospirosis,11,2022
Dajabón,0,0.0,0,leptospirosis,11,2022
Distrito Nacional,0,0.4,0,leptospirosis,11,2022
Duarte,1,3.1,0,leptospirosis,11,2022
El Seibo,0,0.0,0,leptospirosis,11,2022
Elías Piña,0,0.0,0,leptospirosis,11,2022
Espaillat,0,0.0,0,leptospirosis,11,2022
Extranjero,0,0.0,0,leptospirosis,11,2022
Hato Mayor,0,0.0,0,leptospirosis,11,2022
Hermanas Mirabal,0,0.0,0,leptospirosis,11,2022
Independencia,0,0.0,0,leptospirosis,11,2022
La Altagracia,0,1.3,0,leptospirosis,11,2022
La Romana,0,0.0,0,leptospirosis,11,2022
La Vega,0,0.0,0,leptospirosis,11,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,11,2022
Monseñor Nouel,0,0.0,0,leptospirosis,11,2022
Monte Cristi,0,11.9,0,leptospirosis,11,2022
Monte Plata,0,0.0,0,leptospirosis,11,2022
Pedernales,0,0.0,0,leptospirosis,11,2022
Peravia,0,2.4,0,leptospirosis,11,2022
Puerto Plata,0,0.0,0,leptospirosis,11,2022
Samaná,0,4.1,0,leptospirosis,11,2022
San Cristóbal,0,0.0,0,leptospirosis,11,2022
San José de Ocoa,0,0.0,0,leptospirosis,11,2022
San Juan,1,2.2,0,leptospirosis,11,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,11,2022
Santiago,0,0.4,0,leptospirosis,11,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,11,2022
Santo Domingo,1,1.4,0,leptospirosis,11,2022
Sánchez Ramírez,0,6.2,0,leptospirosis,11,2022
Valverde,0,0.0,0,leptospirosis,11,2022
Azua,0,5.8,0,leptospirosis,12,2022
Baoruco,0,0.0,0,leptospirosis,12,2022
Barahona,0,0.0,0,leptospirosis,12,2022
Dajabón,0,0.0,0,leptospirosis,12,2022
Distrito Nacional,0,0.4,0,leptospirosis,12,2022
Duarte,0,1.4,0,leptospirosis,12,2022
El Seibo,0,0.0,0,leptospirosis,12,2022
Elías Piña,0,0.0,0,leptospirosis,12,2022
Espaillat,0,0.0,0,leptospirosis,12,2022
Extranjero,0,0.0,0,leptospirosis,12,2022
Hato Mayor,0,0.0,0,leptospirosis,12,2022
Hermanas Mirabal,0,0.0,0,leptospirosis,12,2022
Independencia,0,0.0,0,leptospirosis,12,2022
La Altagracia,0,1.2,0,leptospirosis,12,2022
La Romana,0,0.0,0,leptospirosis,12,2022
La Vega,0,0.0,0,leptospirosis,12,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,12,2022
Monseñor Nouel,0,0.0,0,leptospirosis,12,2022
Monte Cristi,0,10.9,0,leptospirosis,12,2022
Monte Plata,1,2.3,1,leptospirosis,12,2022
Pedernales,0,0.0,0,leptospirosis,12,2022
Peravia,0,2.2,0,leptospirosis,12,2022
Puerto Plata,0,0.0,0,leptospirosis,12,2022
Samaná,0,3.8,0,leptospirosis,12,2022
San Cristóbal,1,0.7,1,leptospirosis,12,2022
San José de Ocoa,3,32.9,0,leptospirosis,12,2022
San Juan,1,6.0,0,leptospirosis,12,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,12,2022
Santiago,1,0.8,0,leptospirosis,12,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,12,2022
Santo Domingo,0,1.3,0,leptospirosis,12,2022
Sánchez Ramírez,0,5.7,0,leptospirosis,12,2022
Valverde,0,0.0,0,leptospirosis,12,2022
Azua,0,5.4,0,leptospirosis,13,2022
Baoruco,0,0.0,0,leptospirosis,13,2022
Barahona,0,0.0,0,leptospirosis,13,2022
Dajabón,0,0.0,0,leptospirosis,13,2022
Distrito Nacional,0,0.4,0,leptospirosis,13,2022
Duarte,0,1.3,0,leptospirosis,13,2022
El Seibo,0,0.0,0,leptospirosis,13,2022
Elías Piña,0,0.0,0,leptospirosis,13,2022
Espaillat,0,0.0,0,leptospirosis,13,2022
Extranjero,0,0.0,0,leptospirosis,13,2022
Hato Mayor,0,0.0,0,leptospirosis,13,2022
Hermanas Mirabal,1,4.4,1,leptospirosis,13,2022
Independencia,0,0.0,0,leptospirosis,13,2022
La Altagracia,0,1.1,0,leptospirosis,13,2022
La Romana,0,0.0,0,leptospirosis,13,2022
La Vega,0,0.0,0,leptospirosis,13,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,13,2022
Monseñor Nouel,0,0.0,0,leptospirosis,13,2022
Monte Cristi,0,10.1,0,leptospirosis,13,2022
Monte Plata,0,2.1,0,leptospirosis,13,2022
Pedernales,0,0.0,0,leptospirosis,13,2022
Peravia,0,2.0,0,leptospirosis,13,2022
Puerto Plata,0,0.0,0,leptospirosis,13,2022
Samaná,0,3.5,0,leptospirosis,13,2022
San Cristóbal,0,0.6,0,leptospirosis,13,2022
San José de Ocoa,0,30.4,0,leptospirosis,13,2022
San Juan,0,3.7,0,leptospirosis,13,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,13,2022
Santiago,1,1.1,0,leptospirosis,13,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,13,2022
Santo Domingo,0,1.2,0,leptospirosis,13,2022
Sánchez Ramírez,1,7.9,0,leptospirosis,13,2022
Valverde,0,0.0,0,leptospirosis,13,2022
Azua,0,0.0,0,leptospirosis,14,2022
Baoruco,0,0.0,0,leptospirosis,14,2022
Barahona,0,0.0,0,leptospirosis,14,2022
Dajabón,0,0.0,0,leptospirosis,14,2022
Distrito Nacional,3,0.0,1,leptospirosis,14,2022
Duarte,0,0.0,0,leptospirosis,14,2022
El Seibo,0,0.0,0,leptospirosis,14,2022
Elías Piña,0,0.0,0,leptospirosis,14,2022
Espaillat,2,0.0,0,leptospirosis,14,2022
Extranjero,0,0.0,0,leptospirosis,14,2022
Hato Mayor,0,0.0,0,leptospirosis,14,2022
Hermanas Mirabal,0,0.0,0,leptospirosis,14,2022
Independencia,0,0.0,0,leptospirosis,14,2022
La Altagracia,1,0.0,0,leptospirosis,14,2022
La Romana,0,0.0,0,leptospirosis,14,2022
La Vega,1,0.0,0,leptospirosis,14,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,14,2022
Monseñor Nouel,0,0.0,0,leptospirosis,14,2022
Monte Cristi,1,0.0,0,leptospirosis,14,2022
Monte Plata,1,0.0,1,leptospirosis,14,2022
Pedernales,0,0.0,0,leptospirosis,14,2022
Peravia,0,0.0,0,leptospirosis,14,2022
Puerto Plata,1,0.0,0,leptospirosis,14,2022
Samaná,0,0.0,0,leptospirosis,14,2022
San Cristóbal,0,0.0,0,leptospirosis,14,2022
San José de Ocoa,1,0.0,0,leptospirosis,14,2022
San Juan,0,0.0,0,leptospirosis,14,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,14,2022
Santiago,3,0.0,0,leptospirosis,14,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,14,2022
Santo Domingo,5,0.0,0,leptospirosis,14,2022
Sánchez Ramírez,0,0.0,0,leptospirosis,14,2022
Valverde,1,0.0,0,leptospirosis,14,2022
Azua,0,4.7,0,leptospirosis,15,2022
Baoruco,0,0.0,0,leptospirosis,15,2022
Barahona,0,0.0,0,leptospirosis,15,2022
Dajabón,0,0.0,0,leptospirosis,15,2022
Distrito Nacional,0,0.3,0,leptospirosis,15,2022
Duarte,0,1.2,0,leptospirosis,15,2022
El Seibo,0,0.0,0,leptospirosis,15,2022
Elías Piña,0,0.0,0,leptospirosis,15,2022
Espaillat,0,0.0,0,leptospirosis,15,2022
Extranjero,0,0.0,0,leptospirosis,15,2022
Hato Mayor,1,4.0,1,leptospirosis,15,2022
Hermanas Mirabal,0,3.8,0,leptospirosis,15,2022
Independencia,0,0.0,0,leptospirosis,15,2022
La Altagracia,0,0.9,0,leptospirosis,15,2022
La Romana,0,0.0,0,leptospirosis,15,2022
La Vega,0,0.0,0,leptospirosis,15,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,15,2022
Monseñor Nouel,0,0.0,0,leptospirosis,15,2022
Monte Cristi,0,8.8,0,leptospirosis,15,2022
Monte Plata,0,1.8,0,leptospirosis,15,2022
Pedernales,0,0.0,0,leptospirosis,15,2022
Peravia,0,1.7,0,leptospirosis,15,2022
Puerto Plata,0,0.0,0,leptospirosis,15,2022
Samaná,0,3.0,0,leptospirosis,15,2022
San Cristóbal,0,0.5,0,leptospirosis,15,2022
San José de Ocoa,0,39.5,0,leptospirosis,15,2022
San Juan,0,4.8,0,leptospirosis,15,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,15,2022
Santiago,0,1.0,0,leptospirosis,15,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,15,2022
Santo Domingo,0,1.0,0,leptospirosis,15,2022
Sánchez Ramírez,1,9.1,1,leptospirosis,15,2022
Valverde,0,0.0,0,leptospirosis,15,2022
Azua,0,0.0,0,leptospirosis,16,2022
Baoruco,0,0.0,0,leptospirosis,16,2022
Barahona,0,0.0,0,leptospirosis,16,2022
Dajabón,0,0.0,0,leptospirosis,16,2022
Distrito Nacional,2,0.0,0,leptospirosis,16,2022
Duarte,3,0.0,0,leptospirosis,16,2022
El Seibo,0,0.0,0,leptospirosis,16,2022
Elías Piña,0,0.0,0,leptospirosis,16,2022
Espaillat,1,0.0,0,leptospirosis,16,2022
Extranjero,0,0.0,0,leptospirosis,16,2022
Hato Mayor,0,0.0,0,leptospirosis,16,2022
Hermanas Mirabal,2,0.0,0,leptospirosis,16,2022
Independencia,0,0.0,0,leptospirosis,16,2022
La Altagracia,1,0.0,0,leptospirosis,16,2022
La Romana,0,0.0,0,leptospirosis,16,2022
La Vega,1,0.0,0,leptospirosis,16,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,16,2022
Monseñor Nouel,0,0.0,0,leptospirosis,16,2022
Monte Cristi,2,1.0,1,leptospirosis,16,2022
Monte Plata,0,0.0,0,leptospirosis,16,2022
Pedernales,0,0.0,0,leptospirosis,16,2022
Peravia,0,0.0,0,leptospirosis,16,2022
Puerto Plata,2,0.0,0,leptospirosis,16,2022
Samaná,2,0.0,0,leptospirosis,16,2022
San Cristóbal,1,0.0,1,leptospirosis,16,2022
San José de Ocoa,2,0.0,0,leptospirosis,16,2022
San Juan,0,0.0,0,leptospirosis,16,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,16,2022
Santiago,4,1.0,1,leptospirosis,16,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,16,2022
Santo Domingo,4,0.0,0,leptospirosis,16,2022
Sánchez Ramírez,0,0.0,0,leptospirosis,16,2022
Valverde,0,0.0,0,leptospirosis,16,2022
Azua,0,4.1,0,leptospirosis,17,2022
Baoruco,0,0.0,0,leptospirosis,17,2022
Barahona,0,0.0,0,leptospirosis,17,2022
Dajabón,1,4.6,0,leptospirosis,17,2022
Distrito Nacional,0,0.3,0,leptospirosis,17,2022
Duarte,0,1.0,0,leptospirosis,17,2022
El Seibo,0,0.0,0,leptospirosis,17,2022
Elías Piña,0,0.0,0,leptospirosis,17,2022
Espaillat,0,0.0,0,leptospirosis,17,2022
Extranjero,0,0.0,0,leptospirosis,17,2022
Hato Mayor,0,3.6,0,leptospirosis,17,2022
Hermanas Mirabal,0,3.3,0,leptospirosis,17,2022
Independencia,0,0.0,0,leptospirosis,17,2022
La Altagracia,0,0.8,0,leptospirosis,17,2022
La Romana,0,0.0,0,leptospirosis,17,2022
La Vega,0,0.0,0,leptospirosis,17,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,17,2022
Monseñor Nouel,0,0.0,0,leptospirosis,17,2022
Monte Cristi,0,7.7,0,leptospirosis,17,2022
Monte Plata,0,1.6,0,leptospirosis,17,2022
Pedernales,0,0.0,0,leptospirosis,17,2022
Peravia,0,1.5,0,leptospirosis,17,2022
Puerto Plata,0,0.0,0,leptospirosis,17,2022
Samaná,0,2.7,0,leptospirosis,17,2022
San Cristóbal,0,0.5,0,leptospirosis,17,2022
San José de Ocoa,0,34.8,0,leptospirosis,17,2022
San Juan,0,4.2,0,leptospirosis,17,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,17,2022
Santiago,0,0.9,0,leptospirosis,17,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,17,2022
Santo Domingo,0,1.0,0,leptospirosis,17,2022
Sánchez Ramírez,0,8.1,0,leptospirosis,17,2022
Valverde,0,0.0,0,leptospirosis,17,2022
Azua,1,5.2,0,leptospirosis,18,2022
Baoruco,0,0.0,0,leptospirosis,18,2022
Barahona,0,0.0,0,leptospirosis,18,2022
Dajabón,0,4.3,0,leptospirosis,18,2022
Distrito Nacional,0,0.3,0,leptospirosis,18,2022
Duarte,0,1.0,0,leptospirosis,18,2022
El Seibo,0,0.0,0,leptospirosis,18,2022
Elías Piña,0,0.0,0,leptospirosis,18,2022
Espaillat,0,0.0,0,leptospirosis,18,2022
Extranjero,0,0.0,0,leptospirosis,18,2022
Hato Mayor,0,3.4,0,leptospirosis,18,2022
Hermanas Mirabal,0,3.1,0,leptospirosis,18,2022
Independencia,0,0.0,0,leptospirosis,18,2022
La Altagracia,0,0.8,0,leptospirosis,18,2022
La Romana,0,0.0,0,leptospirosis,18,2022
La Vega,0,0.0,0,leptospirosis,18,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,18,2022
Monseñor Nouel,0,0.0,0,leptospirosis,18,2022
Monte Cristi,0,7.3,0,leptospirosis,18,2022
Monte Plata,0,1.5,0,leptospirosis,18,2022
Pedernales,0,0.0,0,leptospirosis,18,2022
Peravia,0,1.4,0,leptospirosis,18,2022
Puerto Plata,0,0.0,0,leptospirosis,18,2022
Samaná,0,2.5,0,leptospirosis,18,2022
San Cristóbal,0,0.4,0,leptospirosis,18,2022
San José de Ocoa,0,27.4,0,leptospirosis,18,2022
San Juan,0,4.0,0,leptospirosis,18,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,18,2022
Santiago,1,1.1,0,leptospirosis,18,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,18,2022
Santo Domingo,0,0.9,0,leptospirosis,18,2022
Sánchez Ramírez,0,7.6,0,leptospirosis,18,2022
Valverde,0,0.0,0,leptospirosis,18,2022
Azua,0,4.9,0,leptospirosis,19,2022
Baoruco,0,0.0,0,leptospirosis,19,2022
Barahona,0,0.0,0,leptospirosis,19,2022
Dajabón,0,4.1,0,leptospirosis,19,2022
Distrito Nacional,0,0.3,0,leptospirosis,19,2022
Duarte,1,1.8,0,leptospirosis,19,2022
El Seibo,0,0.0,0,leptospirosis,19,2022
Elías Piña,0,0.0,0,leptospirosis,19,2022
Espaillat,1,1.1,0,leptospirosis,19,2022
Extranjero,0,0.0,0,leptospirosis,19,2022
Hato Mayor,0,3.2,0,leptospirosis,19,2022
Hermanas Mirabal,0,3.0,0,leptospirosis,19,2022
Independencia,0,0.0,0,leptospirosis,19,2022
La Altagracia,0,0.7,0,leptospirosis,19,2022
La Romana,1,1.0,0,leptospirosis,19,2022
La Vega,1,0.7,0,leptospirosis,19,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,19,2022
Monseñor Nouel,0,0.0,0,leptospirosis,19,2022
Monte Cristi,1,9.2,0,leptospirosis,19,2022
Monte Plata,0,1.4,0,leptospirosis,19,2022
Pedernales,0,0.0,0,leptospirosis,19,2022
Peravia,0,1.4,0,leptospirosis,19,2022
Puerto Plata,0,0.0,0,leptospirosis,19,2022
Samaná,0,2.4,0,leptospirosis,19,2022
San Cristóbal,0,0.4,0,leptospirosis,19,2022
San José de Ocoa,0,26.0,0,leptospirosis,19,2022
San Juan,0,3.8,0,leptospirosis,19,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,19,2022
Santiago,0,1.0,0,leptospirosis,19,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,19,2022
Santo Domingo,0,0.9,0,leptospirosis,19,2022
Sánchez Ramírez,0,7.2,0,leptospirosis,19,2022
Valverde,0,0.0,0,leptospirosis,19,2022
Azua,0,4.4,0,leptospirosis,21,2022
Baoruco,0,0.0,0,leptospirosis,21,2022
Barahona,0,0.0,0,leptospirosis,21,2022
Dajabón,0,3.7,0,leptospirosis,21,2022
Distrito Nacional,0,0.2,0,leptospirosis,21,2022
Duarte,0,1.6,0,leptospirosis,21,2022
El Seibo,0,0.0,0,leptospirosis,21,2022
Elías Piña,0,0.0,0,leptospirosis,21,2022
Espaillat,0,1.0,0,leptospirosis,21,2022
Extranjero,0,0.0,0,leptospirosis,21,2022
Hato Mayor,0,2.9,0,leptospirosis,21,2022
Hermanas Mirabal,0,2.7,0,leptospirosis,21,2022
Independencia,0,0.0,0,leptospirosis,21,2022
La Altagracia,0,0.7,0,leptospirosis,21,2022
La Romana,0,1.8,0,leptospirosis,21,2022
La Vega,0,0.6,0,leptospirosis,21,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,21,2022
Monseñor Nouel,0,0.0,0,leptospirosis,21,2022
Monte Cristi,0,8.3,0,leptospirosis,21,2022
Monte Plata,0,1.3,0,leptospirosis,21,2022
Pedernales,0,0.0,0,leptospirosis,21,2022
Peravia,0,1.2,0,leptospirosis,21,2022
Puerto Plata,0,0.0,0,leptospirosis,21,2022
Samaná,0,2.2,0,leptospirosis,21,2022
San Cristóbal,0,0.4,0,leptospirosis,21,2022
San José de Ocoa,0,23.5,0,leptospirosis,21,2022
San Juan,0,3.4,0,leptospirosis,21,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,21,2022
Santiago,0,0.9,0,leptospirosis,21,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,21,2022
Santo Domingo,0,1.0,0,leptospirosis,21,2022
Sánchez Ramírez,0,6.5,0,leptospirosis,21,2022
Valverde,0,0.0,0,leptospirosis,21,2022
Azua,0,4.2,0,leptospirosis,22,2022
Baoruco,0,0.0,0,leptospirosis,22,2022
Barahona,0,0.0,0,leptospirosis,22,2022
Dajabón,0,3.5,0,leptospirosis,22,2022
Distrito Nacional,0,0.2,0,leptospirosis,22,2022
Duarte,0,1.6,0,leptospirosis,22,2022
El Seibo,0,0.0,0,leptospirosis,22,2022
Elías Piña,0,0.0,0,leptospirosis,22,2022
Espaillat,0,1.0,0,leptospirosis,22,2022
Extranjero,0,0.0,0,leptospirosis,22,2022
Hato Mayor,0,2.8,0,leptospirosis,22,2022
Hermanas Mirabal,0,2.6,0,leptospirosis,22,2022
Independencia,0,0.0,0,leptospirosis,22,2022
La Altagracia,0,0.6,0,leptospirosis,22,2022
La Romana,1,2.5,0,leptospirosis,22,2022
La Vega,0,0.6,1,leptospirosis,22,2022
María Trinidad Sánchez,0,0.0,0,leptospirosis,22,2022
Monseñor Nouel,0,0.0,0,leptospirosis,22,2022
Monte Cristi,0,8.0,0,leptospirosis,22,2022
Monte Plata,0,1.2,0,leptospirosis,22,2022
Pedernales,0,0.0,0,leptospirosis,22,2022
Peravia,0,1.2,0,leptospirosis,22,2022
Puerto Plata,1,0.7,0,leptospirosis,22,2022
Samaná,0,2.1,0,leptospirosis,22,2022
San Cristóbal,0,0.4,0,leptospirosis,22,2022
San José de Ocoa,0,22.4,0,leptospirosis,22,2022
San Juan,0,3.3,0,leptospirosis,22,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,22,2022
Santiago,0,0.9,0,leptospirosis,22,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,22,2022
Santo Domingo,0,0.9,0,leptospirosis,22,2022
Sánchez Ramírez,0,6.2,0,leptospirosis,22,2022
Valverde,0,0.0,0,leptospirosis,22,2022
Azua,3,7.1,0,leptospirosis,23,2022
Baoruco,0,0.0,0,leptospirosis,23,2022
Barahona,0,0.0,0,leptospirosis,23,2022
Dajabón,0,3.4,0,leptospirosis,23,2022
Distrito Nacional,0,0.2,0,leptospirosis,23,2022
Duarte,0,1.5,0,leptospirosis,23,2022
El Seibo,0,0.0,0,leptospirosis,23,2022
Elías Piña,0,0.0,0,leptospirosis,23,2022
Espaillat,0,0.9,0,leptospirosis,23,2022
Extranjero,0,0.0,0,leptospirosis,23,2022
Hato Mayor,0,2.6,0,leptospirosis,23,2022
Hermanas Mirabal,0,2.5,0,leptospirosis,23,2022
Independencia,0,0.0,0,leptospirosis,23,2022
La Altagracia,0,0.6,0,leptospirosis,23,2022
La Romana,0,2.4,0,leptospirosis,23,2022
La Vega,0,0.5,1,leptospirosis,23,2022
María Trinidad Sánchez,0,0.0,1,leptospirosis,23,2022
Monseñor Nouel,0,0.0,0,leptospirosis,23,2022
Monte Cristi,0,7.6,0,leptospirosis,23,2022
Monte Plata,0,1.2,0,leptospirosis,23,2022
Pedernales,0,0.0,0,leptospirosis,23,2022
Peravia,0,1.1,0,leptospirosis,23,2022
Puerto Plata,0,0.7,0,leptospirosis,23,2022
Samaná,0,2.0,0,leptospirosis,23,2022
San Cristóbal,0,0.3,0,leptospirosis,23,2022
San José de Ocoa,0,21.5,0,leptospirosis,23,2022
San Juan,0,3.1,0,leptospirosis,23,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,23,2022
Santiago,0,0.8,0,leptospirosis,23,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,23,2022
Santo Domingo,0,1.0,0,leptospirosis,23,2022
Sánchez Ramírez,0,6.0,0,leptospirosis,23,2022
Valverde,0,0.0,0,leptospirosis,23,2022
Azua,0,6.8,0,leptospirosis,24,2022
Baoruco,0,0.0,0,leptospirosis,24,2022
Barahona,0,0.0,0,leptospirosis,24,2022
Dajabón,0,3.2,0,leptospirosis,24,2022
Distrito Nacional,0,0.2,0,leptospirosis,24,2022
Duarte,0,1.4,0,leptospirosis,24,2022
El Seibo,0,0.0,0,leptospirosis,24,2022
Elías Piña,0,0.0,0,leptospirosis,24,2022
Espaillat,0,0.9,1,leptospirosis,24,2022
Extranjero,0,0.0,0,leptospirosis,24,2022
Hato Mayor,0,2.5,0,leptospirosis,24,2022
Hermanas Mirabal,0,2.4,0,leptospirosis,24,2022
Independencia,0,0.0,0,leptospirosis,24,2022
La Altagracia,0,0.6,0,leptospirosis,24,2022
La Romana,1,3.1,0,leptospirosis,24,2022
La Vega,0,0.5,1,leptospirosis,24,2022
María Trinidad Sánchez,0,0.0,1,leptospirosis,24,2022
Monseñor Nouel,1,1.2,0,leptospirosis,24,2022
Monte Cristi,0,7.3,0,leptospirosis,24,2022
Monte Plata,0,1.1,0,leptospirosis,24,2022
Pedernales,0,0.0,0,leptospirosis,24,2022
Peravia,0,1.1,0,leptospirosis,24,2022
Puerto Plata,0,0.6,0,leptospirosis,24,2022
Samaná,0,1.9,0,leptospirosis,24,2022
San Cristóbal,0,0.3,0,leptospirosis,24,2022
San José de Ocoa,0,20.6,0,leptospirosis,24,2022
San Juan,0,3.0,0,leptospirosis,24,2022
San Pedro de Macorís,0,0.0,0,leptospirosis,24,2022
Santiago,1,1.0,0,leptospirosis,24,2022
Santiago Rodríguez,0,0.0,0,leptospirosis,24,2022
Santo Domingo,1,1.0,0,leptospirosis,24,2022
Sánchez Ramírez,0,5.7,0,leptospirosis,24,2022
Valverde,0,0.0,0,leptospirosis,24,2022
Azua,0,6.5,0,leptospirosis,25,2022
Baoruco,0,0.0,0,leptospirosis,25,2022
Barahona,0,1.1,0,leptospirosis,25,2022
